farm_id,brix,size,area,is_wifi,is_power,slope,maintenance,mulching,umbrella,spring_cooler,drip_hose,frost_fan,windscreent,week,temp_average,humi_average,press_average
cbb,12.1,54.49,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.07,62.06,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.27,55.95,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.77,62.94,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12,57.14,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.77,64.75,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.87,55.14,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.27,58.2,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.1,60.38,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.93,57.08,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.2,58.76,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.87,56.41,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.4,55.54,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.57,56.08,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.7,51.64,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,10.97,55.88,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.5,56.15,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.97,63.68,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.83,60.33,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.9,58.2,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.37,60.12,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.1,54.47,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.3,58.68,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.07,56.88,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.37,60.94,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,15.2,56.76,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.27,57.95,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.97,62.68,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.33,62.05,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.4,58.73,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.87,61.36,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.33,57.44,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.83,58.26,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.9,63.44,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.1,64.39,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.43,56.03,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.13,54.91,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.97,51.92,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.1,59.56,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.93,55.22,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.77,63.38,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.97,62.3,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.63,59.23,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.2,55.84,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.87,56.45,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.27,53.27,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.07,60.23,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14,63.94,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.47,62.78,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.53,62.05,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.17,59.66,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.13,54.71,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.57,61.84,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.67,51.74,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.73,54.25,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.5,57.6,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.17,53.26,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.27,58.15,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.93,62.89,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14,55.1,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.93,61.95,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.6,60.57,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.4,63.71,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.37,54.36,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.6,63.61,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.23,53.64,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.9,57.82,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.9,64.19,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.4,62.29,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.93,64.66,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.9,64.9,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.97,52.41,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.43,52.19,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.53,62.78,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.1,53.82,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.9,60.19,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.87,61.96,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.23,54.68,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.17,64.78,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.67,57.07,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.8,57.65,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13,53.29,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.07,61.63,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.6,60.3,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.67,53.89,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.27,52.39,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.23,62.83,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.83,59.19,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.53,62.31,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.23,64.29,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.5,64.22,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.73,58.52,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.8,62.67,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.77,53.6,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.67,52.74,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.67,57.48,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.53,59.28,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.4,55.79,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.5,64.99,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.87,62.05,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.77,57.53,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.77,52.51,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.33,62,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.27,61.92,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.73,64.15,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.63,64.65,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.4,56.09,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.77,59.05,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.17,62.01,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.73,60.28,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.97,60.1,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.9,53.13,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.1,55.3,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.67,58.37,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.43,61.89,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.53,58.53,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.73,59.58,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.83,63.23,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.13,56.87,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.47,57.95,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.33,64.82,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.03,56.25,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,15,61.14,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.27,56.55,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,14.6,58.41,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.53,63.03,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.2,61.64,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.87,54.19,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.23,63.27,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.5,61.82,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.33,51.86,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.43,64.24,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.37,55.07,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.33,51.59,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,11.47,63.81,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,10.27,58.56,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.9,60.56,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.27,59.51,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,13.43,55.38,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.53,59.61,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.23,60.39,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
cbb,12.8,63.06,9850,N,Y,0,Y,Y,N,N,N,N,N,11-04,10.2,56.04285714,4.784285714
dab,11.73,44.03,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.77,41.47,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.1,40.64,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.6,42.71,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.2,44.62,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.73,43.82,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.63,47.64,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.03,40.83,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.73,43.7,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,9.83,47.27,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,9.77,47.45,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,9.8,41.86,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.23,44.03,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.47,43.25,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.37,44.79,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.1,42.77,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.73,43.68,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.97,41.69,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.4,43.17,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.67,41.65,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.43,46.79,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.67,48.11,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.23,42.45,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12,43.38,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.1,44.38,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.63,48.42,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.17,45.06,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.73,40.61,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.73,47.32,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.73,44.76,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.83,43.84,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.8,42.52,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.97,45.22,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.8,43.82,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.63,44.5,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.6,46.62,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,10.93,41.83,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.67,41.57,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.2,44.71,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.5,42.73,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.23,44.41,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.77,41.34,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.03,43.06,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.97,42.49,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.93,40.67,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.93,45.44,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12,42.1,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.4,41.09,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.2,42.82,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.9,47.52,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.67,47.69,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.97,44.77,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.07,40.8,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.5,42.25,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.87,48.31,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.57,42.22,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.7,41.94,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.77,45.68,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.8,41.38,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.7,42.04,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.13,46.66,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.97,42.07,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.9,42.99,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.93,42.31,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.13,47.77,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.87,40.93,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.7,45.12,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.53,41.93,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.63,41.62,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.5,43.27,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.7,42.27,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12,40.69,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.9,46.32,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.83,47.25,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.77,46.88,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.03,47.63,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.17,48.11,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.87,43.52,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.57,43.02,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.73,44.64,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.97,45.8,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.3,47.26,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.27,40.88,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.07,47.49,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.07,45.7,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11,47.87,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,11.93,41.42,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.2,45.17,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
dab,12.03,41.09,3000,N,Y,0,Y,Y,Y,Y,Y,Y,Y,11-02,12.15714286,65.64285714,6.572857143
