"","X","citrus_id","farm_id","month","week","research_day","tag","brix","size"
"887",87,"yjg","abb",11,4,"2021-11-26",87,9.66,66.54
"888",88,"zjg","abb",11,4,"2021-11-26",88,9.59,66.48
"889",89,"akg","abb",11,4,"2021-11-26",89,9.49,66.43
"890",90,"bkg","abb",11,4,"2021-11-26",90,9.31,67.61
"891",91,"ckg","abb",11,4,"2021-11-26",91,9.99,66.48
"892",92,"dkg","abb",11,4,"2021-11-26",92,10.73,64.65
"893",93,"ekg","abb",11,4,"2021-11-26",93,9.86,68.59
"894",94,"fkg","abb",11,4,"2021-11-26",94,10.82,66.45
"895",95,"gkg","abb",11,4,"2021-11-26",95,10.77,67.62
"896",96,"hkg","abb",11,4,"2021-11-26",96,10.38,69.23
"897",97,"ikg","abb",11,4,"2021-11-26",97,10.81,67.52
"898",98,"jkg","abb",11,4,"2021-11-26",98,10.36,67.19
"899",99,"kkg","abb",11,4,"2021-11-26",99,11.4,68.26
"900",100,"lkg","abb",11,4,"2021-11-26",100,10.83,67.15
"901",1,"wdb","bab",10,4,"2021-10-22",1,10.82,53.92
"902",2,"xdb","bab",10,4,"2021-10-22",2,10.43,59.81
"903",3,"ydb","bab",10,4,"2021-10-22",3,9.27,58.75
"904",4,"zdb","bab",10,4,"2021-10-22",4,10.57,60
"905",5,"aeb","bab",10,4,"2021-10-22",5,10.69,59.14
"906",6,"beb","bab",10,4,"2021-10-22",6,10.88,61.74
"907",7,"ceb","bab",10,4,"2021-10-22",7,10.52,57.2
"908",8,"deb","bab",10,4,"2021-10-22",8,9.56,60.2
"909",9,"eeb","bab",10,4,"2021-10-22",9,9.32,57.33
"910",10,"feb","bab",10,4,"2021-10-22",10,11.22,56.56
"911",11,"geb","bab",10,4,"2021-10-22",11,9.89,55.81
"912",12,"heb","bab",10,4,"2021-10-22",12,9.23,57.94
"913",13,"ieb","bab",10,4,"2021-10-22",13,9.34,61.08
"914",14,"jeb","bab",10,4,"2021-10-22",14,9.58,55.23
"915",15,"keb","bab",10,4,"2021-10-22",15,9.13,59.48
"916",16,"leb","bab",10,4,"2021-10-22",16,10.08,58.19
"917",17,"meb","bab",10,4,"2021-10-22",17,10.12,59.5
"918",18,"neb","bab",10,4,"2021-10-22",18,9.49,57.91
"919",19,"oeb","bab",10,4,"2021-10-22",19,10.81,57.65
"920",20,"peb","bab",10,4,"2021-10-22",20,10.98,56.28
"921",21,"qeb","bab",10,4,"2021-10-22",21,10.2,60.76
"922",22,"reb","bab",10,4,"2021-10-22",22,10.58,58.41
"923",23,"seb","bab",10,4,"2021-10-22",23,10.42,61.03
"924",24,"teb","bab",10,4,"2021-10-22",24,11,59.74
"925",25,"ueb","bab",10,4,"2021-10-22",25,11.27,58.49
"926",26,"veb","bab",10,4,"2021-10-22",26,10.68,60.05
"927",27,"web","bab",10,4,"2021-10-22",27,10.82,56.98
"928",28,"xeb","bab",10,4,"2021-10-22",28,10.64,58.74
"929",29,"yeb","bab",10,4,"2021-10-22",29,10.6,57.99
"930",30,"zeb","bab",10,4,"2021-10-22",30,11.73,56.8
"931",31,"afb","bab",10,4,"2021-10-22",31,11.88,58.88
"932",32,"bfb","bab",10,4,"2021-10-22",32,10.22,58.18
"933",33,"cfb","bab",10,4,"2021-10-22",33,10.19,60.32
"934",34,"dfb","bab",10,4,"2021-10-22",34,9.7,59.61
"935",35,"efb","bab",10,4,"2021-10-22",35,10.01,61.5
"936",36,"ffb","bab",10,4,"2021-10-22",36,10.43,58.39
"937",37,"gfb","bab",10,4,"2021-10-22",37,8.42,55.92
"938",38,"hfb","bab",10,4,"2021-10-22",38,9.44,62.02
"939",39,"ifb","bab",10,4,"2021-10-22",39,9.94,62.35
"940",40,"jfb","bab",10,4,"2021-10-22",40,9.27,55.39
"941",41,"kfb","bab",10,4,"2021-10-22",41,8.94,58.91
"942",42,"lfb","bab",10,4,"2021-10-22",42,10.23,54.23
"943",43,"mfb","bab",10,4,"2021-10-22",43,10.28,57.5
"944",44,"nfb","bab",10,4,"2021-10-22",44,9.42,61.63
"945",45,"ofb","bab",10,4,"2021-10-22",45,11.23,57.54
"946",46,"pfb","bab",10,4,"2021-10-22",46,10.4,61.77
"947",47,"qfb","bab",10,4,"2021-10-22",47,10.39,56.01
"948",48,"rfb","bab",10,4,"2021-10-22",48,10.21,59.4
"949",49,"sfb","bab",10,4,"2021-10-22",49,10.57,63.16
"950",50,"tfb","bab",10,4,"2021-10-22",50,10.3,56.24
"951",51,"ufb","bab",10,4,"2021-10-22",51,9.94,57.3
"952",52,"vfb","bab",10,4,"2021-10-22",52,10.56,58.05
"953",53,"wfb","bab",10,4,"2021-10-22",53,9.86,57.4
"954",54,"xfb","bab",10,4,"2021-10-22",54,10.34,59.81
"955",55,"yfb","bab",10,4,"2021-10-22",55,11.31,56.91
"956",56,"zfb","bab",10,4,"2021-10-22",56,10.39,59.93
"957",57,"agb","bab",10,4,"2021-10-22",57,9.38,56.87
"958",58,"bgb","bab",10,4,"2021-10-22",58,9.67,55.35
"959",59,"cgb","bab",10,4,"2021-10-22",59,11.09,59
"960",60,"dgb","bab",10,4,"2021-10-22",60,10.52,59.47
"961",61,"egb","bab",10,4,"2021-10-22",61,10.89,61.1
"962",62,"fgb","bab",10,4,"2021-10-22",62,11,59.11
"963",63,"ggb","bab",10,4,"2021-10-22",63,12.82,55.76
"964",64,"hgb","bab",10,4,"2021-10-22",64,13.02,59.96
"965",65,"igb","bab",10,4,"2021-10-22",65,11.59,60.15
"966",66,"jgb","bab",10,4,"2021-10-22",66,11.94,55.85
"967",67,"kgb","bab",10,4,"2021-10-22",67,11.08,58.63
"968",68,"lgb","bab",10,4,"2021-10-22",68,10.68,58.26
"969",69,"mgb","bab",10,4,"2021-10-22",69,11.66,56.8
"970",70,"ngb","bab",10,4,"2021-10-22",70,11.28,56.55
"971",71,"ogb","bab",10,4,"2021-10-22",71,11.09,58.72
"972",72,"pgb","bab",10,4,"2021-10-22",72,9.03,58.42
"973",73,"qgb","bab",10,4,"2021-10-22",73,10.73,60.24
"974",74,"rgb","bab",10,4,"2021-10-22",74,12.18,58.76
"975",75,"sgb","bab",10,4,"2021-10-22",75,12.2,58.16
"976",76,"tgb","bab",10,4,"2021-10-22",76,11.03,54.9
"977",77,"ugb","bab",10,4,"2021-10-22",77,10.88,58.07
"978",78,"vgb","bab",10,4,"2021-10-22",78,10.09,61.91
"979",79,"wgb","bab",10,4,"2021-10-22",79,10.41,57.25
"980",80,"xgb","bab",10,4,"2021-10-22",80,10.62,59.22
"981",81,"ygb","bab",10,4,"2021-10-22",81,11.48,59.99
"982",82,"zgb","bab",10,4,"2021-10-22",82,11.12,59.87
"983",83,"ahb","bab",10,4,"2021-10-22",83,10.21,61.28
"984",84,"bhb","bab",10,4,"2021-10-22",84,11.72,55.47
"985",85,"chb","bab",10,4,"2021-10-22",85,12.66,56.62
"986",86,"dhb","bab",10,4,"2021-10-22",86,10.91,61.28
"987",87,"ehb","bab",10,4,"2021-10-22",87,11.16,58.21
"988",88,"fhb","bab",10,4,"2021-10-22",88,10.68,58.82
"989",89,"ghb","bab",10,4,"2021-10-22",89,10,55.74
"990",90,"hhb","bab",10,4,"2021-10-22",90,10.76,58.68
"991",91,"ihb","bab",10,4,"2021-10-22",91,10.43,55.89
"992",92,"jhb","bab",10,4,"2021-10-22",92,11.1,60.49
"993",93,"khb","bab",10,4,"2021-10-22",93,11.8,61.18
"994",94,"lhb","bab",10,4,"2021-10-22",94,8.84,59.92
"995",95,"mhb","bab",10,4,"2021-10-22",95,10.16,58.3
"996",96,"nhb","bab",10,4,"2021-10-22",96,10.17,56.89
"997",97,"ohb","bab",10,4,"2021-10-22",97,10.28,60.46
"998",98,"phb","bab",10,4,"2021-10-22",98,9.1,57.05
"999",99,"qhb","bab",10,4,"2021-10-22",99,10.5,61.93
"1000",100,"rhb","bab",10,4,"2021-10-22",100,9.19,58.85
"1001",1,"olb","bab",11,1,"2021-11-04",1,10.71,59.56
"1002",2,"plb","bab",11,1,"2021-11-04",2,10.62,57.85
"1003",3,"qlb","bab",11,1,"2021-11-04",3,9.82,61.98
"1004",4,"rlb","bab",11,1,"2021-11-04",4,10.68,59.49
"1005",5,"slb","bab",11,1,"2021-11-04",5,10.82,59.45
"1006",6,"tlb","bab",11,1,"2021-11-04",6,11.88,58.59
"1007",7,"ulb","bab",11,1,"2021-11-04",7,11,57
"1008",8,"vlb","bab",11,1,"2021-11-04",8,10.22,60.69
"1009",9,"wlb","bab",11,1,"2021-11-04",9,10.26,57.71
"1010",10,"xlb","bab",11,1,"2021-11-04",10,11.13,59.72
"1011",11,"ylb","bab",11,1,"2021-11-04",11,10.37,59.59
"1012",12,"zlb","bab",11,1,"2021-11-04",12,9.88,58.92
"1013",13,"amb","bab",11,1,"2021-11-04",13,9.61,60.11
"1014",14,"bmb","bab",11,1,"2021-11-04",14,9.7,59.83
"1015",15,"cmb","bab",11,1,"2021-11-04",15,10.18,57.06
"1016",16,"dmb","bab",11,1,"2021-11-04",16,10.58,59.85
"1017",17,"emb","bab",11,1,"2021-11-04",17,10.48,57.99
"1018",18,"fmb","bab",11,1,"2021-11-04",18,9.61,60.16
"1019",19,"gmb","bab",11,1,"2021-11-04",19,10.81,58.55
"1020",20,"hmb","bab",11,1,"2021-11-04",20,10.99,59.87
"1021",21,"imb","bab",11,1,"2021-11-04",21,10.72,59.46
"1022",22,"jmb","bab",11,1,"2021-11-04",22,10.74,59.77
"1023",23,"kmb","bab",11,1,"2021-11-04",23,11.02,60.56
"1024",24,"lmb","bab",11,1,"2021-11-04",24,10.8,60.09
"1025",25,"mmb","bab",11,1,"2021-11-04",25,10.77,58.07
"1026",26,"nmb","bab",11,1,"2021-11-04",26,10.8,59.74
"1027",27,"omb","bab",11,1,"2021-11-04",27,10.83,56.78
"1028",28,"pmb","bab",11,1,"2021-11-04",28,10.36,59.91
"1029",29,"qmb","bab",11,1,"2021-11-04",29,10.51,59.06
"1030",30,"rmb","bab",11,1,"2021-11-04",30,11.7,62.55
"1031",31,"smb","bab",11,1,"2021-11-04",31,12.99,58.78
"1032",32,"tmb","bab",11,1,"2021-11-04",32,10.2,61.75
"1033",33,"umb","bab",11,1,"2021-11-04",33,10.27,58.94
"1034",34,"vmb","bab",11,1,"2021-11-04",34,10.49,59.06
"1035",35,"wmb","bab",11,1,"2021-11-04",35,10.17,61.45
"1036",36,"xmb","bab",11,1,"2021-11-04",36,11.03,60.54
"1037",37,"ymb","bab",11,1,"2021-11-04",37,9.52,58.67
"1038",38,"zmb","bab",11,1,"2021-11-04",38,9.64,61.72
"1039",39,"anb","bab",11,1,"2021-11-04",39,8.86,60.81
"1040",40,"bnb","bab",11,1,"2021-11-04",40,9.14,61.21
"1041",41,"cnb","bab",11,1,"2021-11-04",41,8.67,59.87
"1042",42,"dnb","bab",11,1,"2021-11-04",42,9.8,58.87
"1043",43,"enb","bab",11,1,"2021-11-04",43,11.03,59.66
"1044",44,"fnb","bab",11,1,"2021-11-04",44,10.19,61.28
"1045",45,"gnb","bab",11,1,"2021-11-04",45,10.99,57.87
"1046",46,"hnb","bab",11,1,"2021-11-04",46,10.49,60.34
"1047",47,"inb","bab",11,1,"2021-11-04",47,10.52,62.46
"1048",48,"jnb","bab",11,1,"2021-11-04",48,10.33,57.74
"1049",49,"knb","bab",11,1,"2021-11-04",49,10.79,60.58
"1050",50,"lnb","bab",11,1,"2021-11-04",50,9.98,56.92
"1051",51,"mnb","bab",11,1,"2021-11-04",51,10.17,56.7
"1052",52,"nnb","bab",11,1,"2021-11-04",52,10.73,61.21
"1053",53,"onb","bab",11,1,"2021-11-04",53,10.56,60.36
"1054",54,"pnb","bab",11,1,"2021-11-04",54,10.7,57.15
"1055",55,"qnb","bab",11,1,"2021-11-04",55,11.62,59.04
"1056",56,"rnb","bab",11,1,"2021-11-04",56,10.37,60.06
"1057",57,"snb","bab",11,1,"2021-11-04",57,9.82,57.42
"1058",58,"tnb","bab",11,1,"2021-11-04",58,9.81,58.16
"1059",59,"unb","bab",11,1,"2021-11-04",59,11.1,61.88
"1060",60,"vnb","bab",11,1,"2021-11-04",60,11.07,57.71
"1061",61,"wnb","bab",11,1,"2021-11-04",61,10.47,60.86
"1062",62,"xnb","bab",11,1,"2021-11-04",62,11.86,58.19
"1063",63,"ynb","bab",11,1,"2021-11-04",63,13.74,58.2
"1064",64,"znb","bab",11,1,"2021-11-04",64,13.76,58.66
"1065",65,"aob","bab",11,1,"2021-11-04",65,11.18,60.48
"1066",66,"bob","bab",11,1,"2021-11-04",66,12,58.37
"1067",67,"cob","bab",11,1,"2021-11-04",67,11.83,60.99
"1068",68,"dob","bab",11,1,"2021-11-04",68,10.18,59.58
"1069",69,"eob","bab",11,1,"2021-11-04",69,11.61,58.31
"1070",70,"fob","bab",11,1,"2021-11-04",70,11.07,61.83
"1071",71,"gob","bab",11,1,"2021-11-04",71,10.88,59.27
"1072",72,"hob","bab",11,1,"2021-11-04",72,9.7,60.56
"1073",73,"iob","bab",11,1,"2021-11-04",73,10.67,57.72
"1074",74,"job","bab",11,1,"2021-11-04",74,11.91,58.76
"1075",75,"kob","bab",11,1,"2021-11-04",75,11.81,61.18
"1076",76,"lob","bab",11,1,"2021-11-04",76,10.81,58.48
"1077",77,"mob","bab",11,1,"2021-11-04",77,11,58.37
"1078",78,"nob","bab",11,1,"2021-11-04",78,9.91,61.39
"1079",79,"oob","bab",11,1,"2021-11-04",79,10.41,60.99
"1080",80,"pob","bab",11,1,"2021-11-04",80,10.82,60.17
"1081",81,"qob","bab",11,1,"2021-11-04",81,11.24,61.37
"1082",82,"rob","bab",11,1,"2021-11-04",82,11.2,60.96
"1083",83,"sob","bab",11,1,"2021-11-04",83,10.6,60.2
"1084",84,"tob","bab",11,1,"2021-11-04",84,12.16,60.43
"1085",85,"uob","bab",11,1,"2021-11-04",85,12.34,59.02
"1086",86,"vob","bab",11,1,"2021-11-04",86,10.76,61.76
"1087",87,"wob","bab",11,1,"2021-11-04",87,11.13,57.85
"1088",88,"xob","bab",11,1,"2021-11-04",88,10.97,61.31
"1089",89,"yob","bab",11,1,"2021-11-04",89,10.07,60.19
"1090",90,"zob","bab",11,1,"2021-11-04",90,10.09,60.28
"1091",91,"apb","bab",11,1,"2021-11-04",91,10.38,58.28
"1092",92,"bpb","bab",11,1,"2021-11-04",92,11.36,62.26
"1093",93,"cpb","bab",11,1,"2021-11-04",93,11.07,58.78
"1094",94,"dpb","bab",11,1,"2021-11-04",94,8.78,60.96
"1095",95,"epb","bab",11,1,"2021-11-04",95,10.58,58.97
"1096",96,"fpb","bab",11,1,"2021-11-04",96,10.81,59.97
"1097",97,"gpb","bab",11,1,"2021-11-04",97,10.03,59.67
"1098",98,"hpb","bab",11,1,"2021-11-04",98,9.54,57.36
"1099",99,"ipb","bab",11,1,"2021-11-04",99,10.53,59.2
"1100",100,"jpb","bab",11,1,"2021-11-04",100,9.49,58.35
"1101",1,"kpb","bab",11,3,"2021-11-15",1,11.26,62.03
"1102",2,"lpb","bab",11,3,"2021-11-15",2,11.3,62.87
"1103",3,"mpb","bab",11,3,"2021-11-15",3,10.3,57.24
"1104",4,"npb","bab",11,3,"2021-11-15",4,11.13,63.41
"1105",5,"opb","bab",11,3,"2021-11-15",5,11.04,59.55
"1106",6,"ppb","bab",11,3,"2021-11-15",6,12.32,59.93
"1107",7,"qpb","bab",11,3,"2021-11-15",7,11.73,58.23
"1108",8,"rpb","bab",11,3,"2021-11-15",8,10.02,59.43
"1109",9,"spb","bab",11,3,"2021-11-15",9,10.21,61.35
"1110",10,"tpb","bab",11,3,"2021-11-15",10,11.63,59.45
"1111",11,"upb","bab",11,3,"2021-11-15",11,10.36,61.09
"1112",12,"vpb","bab",11,3,"2021-11-15",12,9.91,59.78
"1113",13,"wpb","bab",11,3,"2021-11-15",13,9.44,57.8
"1114",14,"xpb","bab",11,3,"2021-11-15",14,10.91,64.47
"1115",15,"ypb","bab",11,3,"2021-11-15",15,10.04,61.32
"1116",16,"zpb","bab",11,3,"2021-11-15",16,11.18,60.49
"1117",17,"aqb","bab",11,3,"2021-11-15",17,11.04,61.03
"1118",18,"bqb","bab",11,3,"2021-11-15",18,10.17,60.88
"1119",19,"cqb","bab",11,3,"2021-11-15",19,11.28,61.04
"1120",20,"dqb","bab",11,3,"2021-11-15",20,11.62,62.65
"1121",21,"eqb","bab",11,3,"2021-11-15",21,11,60.16
"1122",22,"fqb","bab",11,3,"2021-11-15",22,11.34,58.37
"1123",23,"gqb","bab",11,3,"2021-11-15",23,11.2,58.13
"1124",24,"hqb","bab",11,3,"2021-11-15",24,11.21,63.3
"1125",25,"iqb","bab",11,3,"2021-11-15",25,11.11,61.04
"1126",26,"jqb","bab",11,3,"2021-11-15",26,11.31,58.74
"1127",27,"kqb","bab",11,3,"2021-11-15",27,11.16,61.66
"1128",28,"lqb","bab",11,3,"2021-11-15",28,10.81,61.22
"1129",29,"mqb","bab",11,3,"2021-11-15",29,10.89,60.99
"1130",30,"nqb","bab",11,3,"2021-11-15",30,11.97,59.27
"1131",31,"oqb","bab",11,3,"2021-11-15",31,13.36,61.8
"1132",32,"pqb","bab",11,3,"2021-11-15",32,10.76,58.19
"1133",33,"qqb","bab",11,3,"2021-11-15",33,10.78,62.77
"1134",34,"rqb","bab",11,3,"2021-11-15",34,11.02,60.5
"1135",35,"sqb","bab",11,3,"2021-11-15",35,10.54,61.66
"1136",36,"tqb","bab",11,3,"2021-11-15",36,11.49,61.16
"1137",37,"uqb","bab",11,3,"2021-11-15",37,9.83,60.44
"1138",38,"vqb","bab",11,3,"2021-11-15",38,10.01,64.63
"1139",39,"wqb","bab",11,3,"2021-11-15",39,9.41,64.02
"1140",40,"xqb","bab",11,3,"2021-11-15",40,9.62,61.24
"1141",41,"yqb","bab",11,3,"2021-11-15",41,9.07,60.74
"1142",42,"zqb","bab",11,3,"2021-11-15",42,10.04,60.47
"1143",43,"arb","bab",11,3,"2021-11-15",43,11.58,60.12
"1144",44,"brb","bab",11,3,"2021-11-15",44,10.54,60.03
"1145",45,"crb","bab",11,3,"2021-11-15",45,11.4,62.39
"1146",46,"drb","bab",11,3,"2021-11-15",46,10.83,57.55
"1147",47,"erb","bab",11,3,"2021-11-15",47,10.98,60.98
"1148",48,"frb","bab",11,3,"2021-11-15",48,10.88,60.83
"1149",49,"grb","bab",11,3,"2021-11-15",49,11.17,58.61
"1150",50,"hrb","bab",11,3,"2021-11-15",50,10.61,57.22
"1151",51,"irb","bab",11,3,"2021-11-15",51,10.67,60.55
"1152",52,"jrb","bab",11,3,"2021-11-15",52,11.56,58.87
"1153",53,"krb","bab",11,3,"2021-11-15",53,10.72,63.35
"1154",54,"lrb","bab",11,3,"2021-11-15",54,10.71,62.95
"1155",55,"mrb","bab",11,3,"2021-11-15",55,12.59,60.65
"1156",56,"nrb","bab",11,3,"2021-11-15",56,10.68,59.73
"1157",57,"orb","bab",11,3,"2021-11-15",57,9.96,59.23
"1158",58,"prb","bab",11,3,"2021-11-15",58,10.2,57.43
"1159",59,"qrb","bab",11,3,"2021-11-15",59,11.33,58.9
"1160",60,"rrb","bab",11,3,"2021-11-15",60,11.51,62.39
"1161",61,"srb","bab",11,3,"2021-11-15",61,10.72,63.09
"1162",62,"trb","bab",11,3,"2021-11-15",62,12.11,57.54
"1163",63,"urb","bab",11,3,"2021-11-15",63,13.94,59.11
"1164",64,"vrb","bab",11,3,"2021-11-15",64,14.01,62.08
"1165",65,"wrb","bab",11,3,"2021-11-15",65,11.63,60.96
"1166",66,"xrb","bab",11,3,"2021-11-15",66,12.12,63.91
"1167",67,"yrb","bab",11,3,"2021-11-15",67,12.14,63.31
"1168",68,"zrb","bab",11,3,"2021-11-15",68,10.34,62.37
"1169",69,"asb","bab",11,3,"2021-11-15",69,11.8,61.42
"1170",70,"bsb","bab",11,3,"2021-11-15",70,11.18,59.43
"1171",71,"csb","bab",11,3,"2021-11-15",71,11.22,62.4
"1172",72,"dsb","bab",11,3,"2021-11-15",72,9.92,62.57
"1173",73,"esb","bab",11,3,"2021-11-15",73,10.81,57.28
"1174",74,"fsb","bab",11,3,"2021-11-15",74,12.28,62.34
"1175",75,"gsb","bab",11,3,"2021-11-15",75,11.98,59.35
"1176",76,"hsb","bab",11,3,"2021-11-15",76,11.12,62.95
"1177",77,"isb","bab",11,3,"2021-11-15",77,11.28,60.25
"1178",78,"jsb","bab",11,3,"2021-11-15",78,10.16,61.55
"1179",79,"ksb","bab",11,3,"2021-11-15",79,10.71,60.44
"1180",80,"lsb","bab",11,3,"2021-11-15",80,10.89,60.65
"1181",81,"msb","bab",11,3,"2021-11-15",81,11.67,63.06
"1182",82,"nsb","bab",11,3,"2021-11-15",82,11.5,58.27
"1183",83,"osb","bab",11,3,"2021-11-15",83,10.93,59.72
"1184",84,"psb","bab",11,3,"2021-11-15",84,12.3,63.73
"1185",85,"qsb","bab",11,3,"2021-11-15",85,12.53,60.14
"1186",86,"rsb","bab",11,3,"2021-11-15",86,11.14,62.27
"1187",87,"ssb","bab",11,3,"2021-11-15",87,11.57,65.04
"1188",88,"tsb","bab",11,3,"2021-11-15",88,11.17,62.59
"1189",89,"usb","bab",11,3,"2021-11-15",89,10.2,58.42
"1190",90,"vsb","bab",11,3,"2021-11-15",90,10.31,62.1
"1191",91,"wsb","bab",11,3,"2021-11-15",91,10.67,61.7
"1192",92,"xsb","bab",11,3,"2021-11-15",92,11.78,60.82
"1193",93,"ysb","bab",11,3,"2021-11-15",93,11.22,61.69
"1194",94,"zsb","bab",11,3,"2021-11-15",94,9.17,61.4
"1195",95,"atb","bab",11,3,"2021-11-15",95,10.89,63.38
"1196",96,"btb","bab",11,3,"2021-11-15",96,11.19,60.49
"1197",97,"ctb","bab",11,3,"2021-11-15",97,10.21,58.65
"1198",98,"dtb","bab",11,3,"2021-11-15",98,9.82,62.95
"1199",99,"etb","bab",11,3,"2021-11-15",99,10.82,60.72
"1200",100,"ftb","bab",11,3,"2021-11-15",100,9.67,59.49
"1201",1,"gtb","bab",11,4,"2021-11-23",1,12.07,65.74
"1202",2,"htb","bab",11,4,"2021-11-23",2,11.99,63.89
"1203",3,"itb","bab",11,4,"2021-11-23",3,10.71,66.85
"1204",4,"jtb","bab",11,4,"2021-11-23",4,11.58,64.64
"1205",5,"ktb","bab",11,4,"2021-11-23",5,11.51,66.03
"1206",6,"ltb","bab",11,4,"2021-11-23",6,12.49,65.6
"1207",7,"mtb","bab",11,4,"2021-11-23",7,11.98,66.04
"1208",8,"ntb","bab",11,4,"2021-11-23",8,10.27,67.33
"1209",9,"otb","bab",11,4,"2021-11-23",9,10.4,66.74
"1210",10,"ptb","bab",11,4,"2021-11-23",10,11.69,66
"1211",11,"qtb","bab",11,4,"2021-11-23",11,10.52,66.02
"1212",12,"rtb","bab",11,4,"2021-11-23",12,9.93,63.87
"1213",13,"stb","bab",11,4,"2021-11-23",13,9.53,65.32
"1214",14,"ttb","bab",11,4,"2021-11-23",14,11.1,67.39
"1215",15,"utb","bab",11,4,"2021-11-23",15,10.19,65.48
"1216",16,"vtb","bab",11,4,"2021-11-23",16,11.72,63.68
"1217",17,"wtb","bab",11,4,"2021-11-23",17,12.22,65.06
"1218",18,"xtb","bab",11,4,"2021-11-23",18,12.14,65.64
"1219",19,"ytb","bab",11,4,"2021-11-23",19,12.18,69.03
"1220",20,"ztb","bab",11,4,"2021-11-23",20,12.62,67.34
"1221",21,"aub","bab",11,4,"2021-11-23",21,11.1,65.18
"1222",22,"bub","bab",11,4,"2021-11-23",22,11.48,63.74
"1223",23,"cub","bab",11,4,"2021-11-23",23,11.26,65.08
"1224",24,"dub","bab",11,4,"2021-11-23",24,11.38,66.58
"1225",25,"eub","bab",11,4,"2021-11-23",25,11.24,65.14
"1226",26,"fub","bab",11,4,"2021-11-23",26,11.43,66.15
"1227",27,"gub","bab",11,4,"2021-11-23",27,11.23,68.24
"1228",28,"hub","bab",11,4,"2021-11-23",28,11.01,67.38
"1229",29,"iub","bab",11,4,"2021-11-23",29,10.94,67.52
"1230",30,"jub","bab",11,4,"2021-11-23",30,12.07,65.42
"1231",31,"kub","bab",11,4,"2021-11-23",31,13.42,66.08
"1232",32,"lub","bab",11,4,"2021-11-23",32,10.86,65.89
"1233",33,"mub","bab",11,4,"2021-11-23",33,10.87,65.96
"1234",34,"nub","bab",11,4,"2021-11-23",34,11.18,63.54
"1235",35,"oub","bab",11,4,"2021-11-23",35,10.64,67.03
"1236",36,"pub","bab",11,4,"2021-11-23",36,11.69,65.67
"1237",37,"qub","bab",11,4,"2021-11-23",37,9.94,64.16
"1238",38,"rub","bab",11,4,"2021-11-23",38,10.23,64.75
"1239",39,"sub","bab",11,4,"2021-11-23",39,9.57,66.71
"1240",40,"tub","bab",11,4,"2021-11-23",40,9.66,63.35
"1241",41,"uub","bab",11,4,"2021-11-23",41,9.18,64.75
"1242",42,"vub","bab",11,4,"2021-11-23",42,10.29,65.15
"1243",43,"wub","bab",11,4,"2021-11-23",43,11.8,67.41
"1244",44,"xub","bab",11,4,"2021-11-23",44,10.67,65.42
"1245",45,"yub","bab",11,4,"2021-11-23",45,11.54,66.35
"1246",46,"zub","bab",11,4,"2021-11-23",46,10.9,65.35
"1247",47,"avb","bab",11,4,"2021-11-23",47,11.14,65.72
"1248",48,"bvb","bab",11,4,"2021-11-23",48,11,67.66
"1249",49,"cvb","bab",11,4,"2021-11-23",49,11.26,65.67
"1250",50,"dvb","bab",11,4,"2021-11-23",50,10.76,66.2
"1251",51,"evb","bab",11,4,"2021-11-23",51,12.7,65.48
"1252",52,"fvb","bab",11,4,"2021-11-23",52,12.07,65.6
"1253",53,"gvb","bab",11,4,"2021-11-23",53,11.44,66.69
"1254",54,"hvb","bab",11,4,"2021-11-23",54,12.19,64.94
"1255",55,"ivb","bab",11,4,"2021-11-23",55,11.4,67.64
"1256",56,"jvb","bab",11,4,"2021-11-23",56,10.76,65.54
"1257",57,"kvb","bab",11,4,"2021-11-23",57,10.06,66.87
"1258",58,"lvb","bab",11,4,"2021-11-23",58,10.4,68.87
"1259",59,"mvb","bab",11,4,"2021-11-23",59,11.51,64.79
"1260",60,"nvb","bab",11,4,"2021-11-23",60,11.62,65.81
"1261",61,"ovb","bab",11,4,"2021-11-23",61,10.84,68.88
"1262",62,"pvb","bab",11,4,"2021-11-23",62,12.28,67.46
"1263",63,"qvb","bab",11,4,"2021-11-23",63,14.14,66.3
"1264",64,"rvb","bab",11,4,"2021-11-23",64,14.16,69.12
"1265",65,"svb","bab",11,4,"2021-11-23",65,11.81,65.76
"1266",66,"tvb","bab",11,4,"2021-11-23",66,12.24,64.68
"1267",67,"uvb","bab",11,4,"2021-11-23",67,12.3,64.42
"1268",68,"vvb","bab",11,4,"2021-11-23",68,10.46,63.49
"1269",69,"wvb","bab",11,4,"2021-11-23",69,12.03,68.73
"1270",70,"xvb","bab",11,4,"2021-11-23",70,11.29,66.13
"1271",71,"yvb","bab",11,4,"2021-11-23",71,11.41,63.92
"1272",72,"zvb","bab",11,4,"2021-11-23",72,10.08,66.15
"1273",73,"awb","bab",11,4,"2021-11-23",73,10.89,65.57
"1274",74,"bwb","bab",11,4,"2021-11-23",74,12.46,68.07
"1275",75,"cwb","bab",11,4,"2021-11-23",75,12.1,64.03
"1276",76,"dwb","bab",11,4,"2021-11-23",76,12.47,65.52
"1277",77,"ewb","bab",11,4,"2021-11-23",77,12.53,65.64
"1278",78,"fwb","bab",11,4,"2021-11-23",78,11.61,68.4
"1279",79,"gwb","bab",11,4,"2021-11-23",79,11.42,67.98
"1280",80,"hwb","bab",11,4,"2021-11-23",80,12.22,65.44
"1281",81,"iwb","bab",11,4,"2021-11-23",81,11.77,66.2
