citrus_id,farm_id,month,week,research_day,tag,brix,size
skd,cab,11,3,2021.11.15,31,11.12,57.23
tkd,cab,11,3,2021.11.15,32,11.29,57.81
ukd,cab,11,3,2021.11.15,33,10.48,55.96
vkd,cab,11,3,2021.11.15,34,8.54,57.69
wkd,cab,11,3,2021.11.15,35,8.96,56.18
xkd,cab,11,3,2021.11.15,36,10.41,53.8
ykd,cab,11,3,2021.11.15,37,10.47,55.04
zkd,cab,11,3,2021.11.15,38,10.61,58.28
ald,cab,11,3,2021.11.15,39,10.12,56.27
bld,cab,11,3,2021.11.15,40,9.48,54.37
cld,cab,11,3,2021.11.15,41,8.69,56.2
dld,cab,11,3,2021.11.15,42,9.42,57.82
eld,cab,11,3,2021.11.15,43,9.89,55.4
fld,cab,11,3,2021.11.15,44,10.48,56.49
gld,cab,11,3,2021.11.15,45,11.2,59.21
hld,cab,11,3,2021.11.15,46,10.8,54.8
ild,cab,11,3,2021.11.15,47,11.2,61.51
jld,cab,11,3,2021.11.15,48,9.8,56.25
kld,cab,11,3,2021.11.15,49,10.39,57.17
lld,cab,11,3,2021.11.15,50,10.46,55.91
mld,cab,11,3,2021.11.15,51,11.7,56.08
nld,cab,11,3,2021.11.15,52,10.41,58.86
old,cab,11,3,2021.11.15,53,10.43,57.48
pld,cab,11,3,2021.11.15,54,9.59,53.22
qld,cab,11,3,2021.11.15,55,8.93,56.68
rld,cab,11,3,2021.11.15,56,10.44,55.55
sld,cab,11,3,2021.11.15,57,11.12,59.53
tld,cab,11,3,2021.11.15,58,12.03,56.98
uld,cab,11,3,2021.11.15,59,10.78,55.22
vld,cab,11,3,2021.11.15,60,10.61,56.75
wld,cab,11,3,2021.11.15,61,9.33,54.14
xld,cab,11,3,2021.11.15,62,8.96,56.85
yld,cab,11,3,2021.11.15,63,8.98,55.13
zld,cab,11,3,2021.11.15,64,9.2,55.57
amd,cab,11,3,2021.11.15,65,11.29,55.12
bmd,cab,11,3,2021.11.15,66,9.86,56.38
cmd,cab,11,3,2021.11.15,67,10.32,56.09
dmd,cab,11,3,2021.11.15,68,10.28,54.3
emd,cab,11,3,2021.11.15,69,8.99,58.28
fmd,cab,11,3,2021.11.15,70,9.54,54.52
gmd,cab,11,3,2021.11.15,71,9.51,57.57
hmd,cab,11,3,2021.11.15,72,10.88,59.9
imd,cab,11,3,2021.11.15,73,10.36,61.35
jmd,cab,11,3,2021.11.15,74,11.26,59.07
kmd,cab,11,3,2021.11.15,75,10.11,57.5
lmd,cab,11,3,2021.11.15,76,9.46,58.19
mmd,cab,11,3,2021.11.15,77,10.18,59.42
nmd,cab,11,3,2021.11.15,78,9.47,59.08
omd,cab,11,3,2021.11.15,79,9.34,60.18
pmd,cab,11,3,2021.11.15,80,9.47,59.62
qmd,cab,11,3,2021.11.15,81,9.43,59.1
rmd,cab,11,3,2021.11.15,82,10.23,56.28
smd,cab,11,3,2021.11.15,83,9.53,58.36
tmd,cab,11,3,2021.11.15,84,9.21,57.48
umd,cab,11,3,2021.11.15,85,10.4,59.43
vmd,cab,11,3,2021.11.15,86,8.79,56.64
wmd,cab,11,3,2021.11.15,87,9.01,58.01
xmd,cab,11,3,2021.11.15,88,10.06,53.17
ymd,cab,11,3,2021.11.15,89,9.62,54.07
zmd,cab,11,3,2021.11.15,90,9.17,55.37
and,cab,11,3,2021.11.15,91,10.21,60.26
bnd,cab,11,3,2021.11.15,92,9.81,55.59
cnd,cab,11,3,2021.11.15,93,9.76,60.46
dnd,cab,11,3,2021.11.15,94,9.63,54.64
end,cab,11,3,2021.11.15,95,10.81,54.68
fnd,cab,11,3,2021.11.15,96,9.9,53.89
gnd,cab,11,3,2021.11.15,97,11.11,59.7
hnd,cab,11,3,2021.11.15,98,10.92,56.97
ind,cab,11,3,2021.11.15,99,10.61,57.84
jnd,cab,11,3,2021.11.15,100,11.76,53.66
knd,cab,11,4,2021.11.22,1,10.63,67.9
lnd,cab,11,4,2021.11.22,2,12.18,65.41
mnd,cab,11,4,2021.11.22,3,10.64,66.71
nnd,cab,11,4,2021.11.22,4,11.02,67.94
ond,cab,11,4,2021.11.22,5,11.86,66.91
pnd,cab,11,4,2021.11.22,6,10.59,68.39
qnd,cab,11,4,2021.11.22,7,9.38,67.58
rnd,cab,11,4,2021.11.22,8,10.08,65.72
snd,cab,11,4,2021.11.22,9,11.71,68.53
tnd,cab,11,4,2021.11.22,10,11.54,66.61
und,cab,11,4,2021.11.22,11,11.42,66.95
vnd,cab,11,4,2021.11.22,12,10.73,67.1
wnd,cab,11,4,2021.11.22,13,10.08,67.07
xnd,cab,11,4,2021.11.22,14,9.97,68.19
ynd,cab,11,4,2021.11.22,15,11.26,66.34
znd,cab,11,4,2021.11.22,16,11.98,69.14
aod,cab,11,4,2021.11.22,17,12.08,67.84
bod,cab,11,4,2021.11.22,18,11.53,69.06
cod,cab,11,4,2021.11.22,19,10.72,67.29
dod,cab,11,4,2021.11.22,20,9.13,63.22
eod,cab,11,4,2021.11.22,21,9.76,67.98
fod,cab,11,4,2021.11.22,22,12.19,66.52
god,cab,11,4,2021.11.22,23,11.96,67.39
hod,cab,11,4,2021.11.22,24,10.73,66.35
iod,cab,11,4,2021.11.22,25,9.56,66.12
jod,cab,11,4,2021.11.22,26,8.44,67.23
kod,cab,11,4,2021.11.22,27,12.14,67.36
lod,cab,11,4,2021.11.22,28,9.3,66.56
mod,cab,11,4,2021.11.22,29,10.48,68.78
nod,cab,11,4,2021.11.22,30,10.48,65.93
ood,cab,11,4,2021.11.22,31,11.19,67.18
pod,cab,11,4,2021.11.22,32,11.34,67.49
qod,cab,11,4,2021.11.22,33,10.43,65.69
rod,cab,11,4,2021.11.22,34,8.59,69.49
sod,cab,11,4,2021.11.22,35,8.97,65.2
tod,cab,11,4,2021.11.22,36,10.41,67.82
uod,cab,11,4,2021.11.22,37,10.47,66.59
vod,cab,11,4,2021.11.22,38,10.69,66.03
wod,cab,11,4,2021.11.22,39,10.16,66.71
xod,cab,11,4,2021.11.22,40,9.46,66.47
yod,cab,11,4,2021.11.22,41,8.76,67.22
zod,cab,11,4,2021.11.22,42,9.51,65.11
apd,cab,11,4,2021.11.22,43,9.86,67.8
bpd,cab,11,4,2021.11.22,44,10.42,67.23
cpd,cab,11,4,2021.11.22,45,11.2,66.53
dpd,cab,11,4,2021.11.22,46,10.83,65.63
epd,cab,11,4,2021.11.22,47,11.27,67.31
fpd,cab,11,4,2021.11.22,48,9.76,68.22
gpd,cab,11,4,2021.11.22,49,10.38,67.85
hpd,cab,11,4,2021.11.22,50,10.54,67.8
ipd,cab,11,4,2021.11.22,51,11.73,66.53
jpd,cab,11,4,2021.11.22,52,10.41,68.46
kpd,cab,11,4,2021.11.22,53,10.51,67.42
lpd,cab,11,4,2021.11.22,54,9.58,67.08
mpd,cab,11,4,2021.11.22,55,8.83,65.79
npd,cab,11,4,2021.11.22,56,10.43,67.73
opd,cab,11,4,2021.11.22,57,11.04,65.79
ppd,cab,11,4,2021.11.22,58,11.98,66.87
qpd,cab,11,4,2021.11.22,59,10.84,64.89
rpd,cab,11,4,2021.11.22,60,10.68,67.15
spd,cab,11,4,2021.11.22,61,9.4,66.95
tpd,cab,11,4,2021.11.22,62,8.92,67.78
upd,cab,11,4,2021.11.22,63,9.04,64.4
vpd,cab,11,4,2021.11.22,64,9.36,65.62
wpd,cab,11,4,2021.11.22,65,11.2,67.69
xpd,cab,11,4,2021.11.22,66,9.83,65.44
ypd,cab,11,4,2021.11.22,67,10.34,67.79
zpd,cab,11,4,2021.11.22,68,10.29,67.48
aqd,cab,11,4,2021.11.22,69,8.98,67.11
bqd,cab,11,4,2021.11.22,70,9.56,68.24
cqd,cab,11,4,2021.11.22,71,9.54,66.11
dqd,cab,11,4,2021.11.22,72,10.92,67.8
eqd,cab,11,4,2021.11.22,73,10.32,66.38
fqd,cab,11,4,2021.11.22,74,11.27,68.37
gqd,cab,11,4,2021.11.22,75,10.03,65.88
hqd,cab,11,4,2021.11.22,76,9.47,67.69
iqd,cab,11,4,2021.11.22,77,10.11,69.1
jqd,cab,11,4,2021.11.22,78,9.51,65.51
kqd,cab,11,4,2021.11.22,79,9.37,65.73
lqd,cab,11,4,2021.11.22,80,9.42,66.27
mqd,cab,11,4,2021.11.22,81,9.43,68.04
nqd,cab,11,4,2021.11.22,82,10.33,66.9
oqd,cab,11,4,2021.11.22,83,9.61,68.76
pqd,cab,11,4,2021.11.22,84,9.14,67.16
qqd,cab,11,4,2021.11.22,85,10.47,64.75
rqd,cab,11,4,2021.11.22,86,8.84,65.15
sqd,cab,11,4,2021.11.22,87,8.9,65.15
tqd,cab,11,4,2021.11.22,88,10.11,66.64
uqd,cab,11,4,2021.11.22,89,9.69,68.25
vqd,cab,11,4,2021.11.22,90,9.31,65.3
wqd,cab,11,4,2021.11.22,91,10.29,66.91
xqd,cab,11,4,2021.11.22,92,9.78,67.83
yqd,cab,11,4,2021.11.22,93,9.68,68.5
zqd,cab,11,4,2021.11.22,94,9.71,68.13
ard,cab,11,4,2021.11.22,95,10.79,66.11
brd,cab,11,4,2021.11.22,96,9.9,65.29
crd,cab,11,4,2021.11.22,97,11.22,66.62
drd,cab,11,4,2021.11.22,98,10.92,67.08
erd,cab,11,4,2021.11.22,99,10.83,65.38
frd,cab,11,4,2021.11.22,100,11.72,68.48
blm,cbb,11,1,2021.11.5,1,10.61,75.01
clm,cbb,11,1,2021.11.5,2,10.87,72.58
dlm,cbb,11,1,2021.11.5,3,11.52,68.1
elm,cbb,11,1,2021.11.5,4,11.61,77.55
flm,cbb,11,1,2021.11.5,5,11.67,63
glm,cbb,11,1,2021.11.5,6,12.73,66.03
hlm,cbb,11,1,2021.11.5,7,10.99,67.87
ilm,cbb,11,1,2021.11.5,8,11.09,71.59
jlm,cbb,11,1,2021.11.5,9,12.12,66.62
klm,cbb,11,1,2021.11.5,10,11.98,64.32
llm,cbb,11,1,2021.11.5,11,11.87,67.98
mlm,cbb,11,1,2021.11.5,12,14.41,70.8
nlm,cbb,11,1,2021.11.5,13,11.86,73.89
olm,cbb,11,1,2021.11.5,14,10.83,66.35
plm,cbb,11,1,2021.11.5,15,11.82,61.51
qlm,cbb,11,1,2021.11.5,16,9.64,72
rlm,cbb,11,1,2021.11.5,17,11.49,71.96
slm,cbb,11,1,2021.11.5,18,11.38,67.92
tlm,cbb,11,1,2021.11.5,19,11.91,68.78
ulm,cbb,11,1,2021.11.5,20,12.36,76.93
vlm,cbb,11,1,2021.11.5,21,11.17,70.11
wlm,cbb,11,1,2021.11.5,3,10.6,74.34
xlm,cbb,11,1,2021.11.5,23,10.62,71.04
ylm,cbb,11,1,2021.11.5,24,13.11,70.28
zlm,cbb,11,1,2021.11.5,25,10.91,68.37
amm,cbb,11,1,2021.11.5,26,10.63,70.18
bmm,cbb,11,1,2021.11.5,27,11.03,74.69
cmm,cbb,11,1,2021.11.5,28,13.06,75.11
dmm,cbb,11,1,2021.11.5,29,10.16,77.36
emm,cbb,11,1,2021.11.5,30,12.57,65.29
fmm,cbb,11,1,2021.11.5,31,10.6,70.25
gmm,cbb,11,1,2021.11.5,32,12.68,64.76
hmm,cbb,11,1,2021.11.5,33,11.94,63.3
imm,cbb,11,1,2021.11.5,34,11.83,71.55
jmm,cbb,11,1,2021.11.5,35,11.26,73.03
kmm,cbb,11,1,2021.11.5,36,11.4,70.71
lmm,cbb,11,1,2021.11.5,37,10.89,67.63
mmm,cbb,11,1,2021.11.5,38,14.11,73.66
nmm,cbb,11,1,2021.11.5,39,10.59,65.75
omm,cbb,11,1,2021.11.5,40,11.89,70.3
pmm,cbb,11,1,2021.11.5,41,10.82,75.77
qmm,cbb,11,1,2021.11.5,42,12.11,73.66
rmm,cbb,11,1,2021.11.5,43,10.07,65.98
smm,cbb,11,1,2021.11.5,44,11.13,66.51
tmm,cbb,11,1,2021.11.5,45,11.26,74.87
umm,cbb,11,1,2021.11.5,46,11.36,73.5
vmm,cbb,11,1,2021.11.5,47,10.92,72.5
wmm,cbb,11,1,2021.11.5,48,11.72,68.5
xmm,cbb,11,1,2021.11.5,49,11.12,69.51
ymm,cbb,11,1,2021.11.5,50,11.31,74.67
zmm,cbb,11,1,2021.11.5,51,12.24,67.1
anm,cbb,11,1,2021.11.5,52,12.61,68.49
bnm,cbb,11,1,2021.11.5,53,12.74,68.46
cnm,cbb,11,1,2021.11.5,54,12.58,71.64
dnm,cbb,11,1,2021.11.5,55,10.8,68.72
enm,cbb,11,1,2021.11.5,56,11.58,63.27
fnm,cbb,11,1,2021.11.5,57,11.4,69.46
gnm,cbb,11,1,2021.11.5,58,11.46,67.34
hnm,cbb,11,1,2021.11.5,59,11.97,74.48
inm,cbb,11,1,2021.11.5,60,14.71,68.7
jnm,cbb,11,1,2021.11.5,61,13.47,70.72
knm,cbb,11,1,2021.11.5,62,12.54,73.42
lnm,cbb,11,1,2021.11.5,63,12.33,73
mnm,cbb,11,1,2021.11.5,64,11.91,65.4
nnm,cbb,11,1,2021.11.5,65,11.82,69.39
onm,cbb,11,1,2021.11.5,66,13.11,66.04
pnm,cbb,11,1,2021.11.5,67,12.08,70.28
qnm,cbb,11,1,2021.11.5,68,12.61,76.5
rnm,cbb,11,1,2021.11.5,69,12.42,70.17
snm,cbb,11,1,2021.11.5,70,12.1,71.41
tnm,cbb,11,1,2021.11.5,71,11.59,67.6
unm,cbb,11,1,2021.11.5,72,14.34,76.21
vnm,cbb,11,1,2021.11.5,73,11.39,69.92
wnm,cbb,11,1,2021.11.5,74,13.46,70.01
xnm,cbb,11,1,2021.11.5,75,12.77,68.87
ynm,cbb,11,1,2021.11.5,76,14.12,75.29
znm,cbb,11,1,2021.11.5,77,11.17,67.17
aom,cbb,11,1,2021.11.5,78,12.98,77.44
bom,cbb,11,1,2021.11.5,79,12,65.12
com,cbb,11,1,2021.11.5,80,13.17,69.42
dom,cbb,11,1,2021.11.5,81,13.78,67.42
eom,cbb,11,1,2021.11.5,82,12.22,71.32
fom,cbb,11,1,2021.11.5,83,11.06,71.21
gom,cbb,11,1,2021.11.5,84,12.22,67.37
hom,cbb,11,1,2021.11.5,85,12.09,74.34
iom,cbb,11,1,2021.11.5,86,11.87,71.52
jom,cbb,11,1,2021.11.5,87,10.88,70.7
kom,cbb,11,1,2021.11.5,88,11.48,71.11
lom,cbb,11,1,2021.11.5,89,10.82,66.84
mom,cbb,11,1,2021.11.5,90,12.34,64.51
nom,cbb,11,1,2021.11.5,91,11.23,66.88
oom,cbb,11,1,2021.11.5,92,12.22,70.13
pom,cbb,11,1,2021.11.5,93,13.24,72.83
qom,cbb,11,1,2021.11.5,94,12.33,63.37
rom,cbb,11,1,2021.11.5,95,11.67,70.07
som,cbb,11,1,2021.11.5,96,11.56,70.41
tom,cbb,11,1,2021.11.5,97,9.92,70.44
uom,cbb,11,1,2021.11.5,98,12.12,65.8
vom,cbb,11,1,2021.11.5,99,12.44,69.18
wom,cbb,11,1,2021.11.5,100,12.37,70.42
xom,cbb,11,3,2021.11.16,1,10.99,58.97
yom,cbb,11,3,2021.11.16,2,10.97,53.09
zom,cbb,11,3,2021.11.16,3,13.03,62.92
apm,cbb,11,3,2021.11.16,4,11.58,59.12
bpm,cbb,11,3,2021.11.16,5,12.69,59.06
cpm,cbb,11,3,2021.11.16,6,12.89,62.72
dpm,cbb,11,3,2021.11.16,7,12.37,61.1
epm,cbb,11,3,2021.11.16,8,11.2,63.06
fpm,cbb,11,3,2021.11.16,9,13.11,62.38
gpm,cbb,11,3,2021.11.16,10,11.68,61.92
hpm,cbb,11,3,2021.11.16,11,13.24,59.85
ipm,cbb,11,3,2021.11.16,12,14.48,63.77
jpm,cbb,11,3,2021.11.16,13,12.93,62.77
kpm,cbb,11,3,2021.11.16,14,11.41,57.19
lpm,cbb,11,3,2021.11.16,15,13.21,58.43
mpm,cbb,11,3,2021.11.16,16,10.28,64.78
npm,cbb,11,3,2021.11.16,17,12.61,58.99
opm,cbb,11,3,2021.11.16,18,11.02,56.83
ppm,cbb,11,3,2021.11.16,19,13.48,60.88
qpm,cbb,11,3,2021.11.16,20,12.12,58.76
rpm,cbb,11,3,2021.11.16,21,12.32,59.26
spm,cbb,11,3,2021.11.16,3,10.54,60.12
tpm,cbb,11,3,2021.11.16,23,12.16,60.77
upm,cbb,11,3,2021.11.16,24,12.22,60.2
vpm,cbb,11,3,2021.11.16,25,12.53,61.54
wpm,cbb,11,3,2021.11.16,26,10.63,60.18
xpm,cbb,11,3,2021.11.16,27,12.66,60.09
ypm,cbb,11,3,2021.11.16,28,12.72,58.09
zpm,cbb,11,3,2021.11.16,29,11.58,59.85
aqm,cbb,11,3,2021.11.16,30,11.03,61.42
bqm,cbb,11,3,2021.11.16,31,12.04,59.73
cqm,cbb,11,3,2021.11.16,32,12.41,61.82
dqm,cbb,11,3,2021.11.16,33,13.28,65.58
eqm,cbb,11,3,2021.11.16,34,11.84,56.84
fqm,cbb,11,3,2021.11.16,35,12.63,58.75
gqm,cbb,11,3,2021.11.16,36,11.33,63.3
hqm,cbb,11,3,2021.11.16,37,12.51,64.81
iqm,cbb,11,3,2021.11.16,38,13.73,65.73
jqm,cbb,11,3,2021.11.16,39,11.63,64.62
kqm,cbb,11,3,2021.11.16,40,12.01,61.87
lqm,cbb,11,3,2021.11.16,41,12.68,60.42
mqm,cbb,11,3,2021.11.16,42,11.91,57.9
nqm,cbb,11,3,2021.11.16,43,11.34,59.86
oqm,cbb,11,3,2021.11.16,44,10.29,62.37
pqm,cbb,11,3,2021.11.16,45,12.4,57.79
qqm,cbb,11,3,2021.11.16,46,10.98,60.02
rqm,cbb,11,3,2021.11.16,47,11.86,64.24
sqm,cbb,11,3,2021.11.16,48,11.41,57.69
tqm,cbb,11,3,2021.11.16,49,12.13,63.66
uqm,cbb,11,3,2021.11.16,50,10.94,65.03
vqm,cbb,11,3,2021.11.16,51,13.81,56.94
wqm,cbb,11,3,2021.11.16,52,11.76,60.04
xqm,cbb,11,3,2021.11.16,53,13.8,54.83
yqm,cbb,11,3,2021.11.16,54,12.83,60.65
zqm,cbb,11,3,2021.11.16,55,12.01,58.89
arm,cbb,11,3,2021.11.16,56,11.94,62.01
brm,cbb,11,3,2021.11.16,57,12.87,60.5
crm,cbb,11,3,2021.11.16,58,11.11,54.84
drm,cbb,11,3,2021.11.16,59,12.98,59.99
erm,cbb,11,3,2021.11.16,60,14.28,65.12
frm,cbb,11,3,2021.11.16,61,14.34,56
grm,cbb,11,3,2021.11.16,62,13.07,61.38
hrm,cbb,11,3,2021.11.16,63,13.23,56.54
irm,cbb,11,3,2021.11.16,64,11.49,64.65
jrm,cbb,11,3,2021.11.16,65,13.02,61.65
krm,cbb,11,3,2021.11.16,66,11.38,58.87
lrm,cbb,11,3,2021.11.16,67,13.5,63.24
mrm,cbb,11,3,2021.11.16,68,12.06,57.11
nrm,cbb,11,3,2021.11.16,69,14.14,61.88
orm,cbb,11,3,2021.11.16,70,12.4,60.1
prm,cbb,11,3,2021.11.16,71,12.4,61.06
qrm,cbb,11,3,2021.11.16,72,13.94,60.01
rrm,cbb,11,3,2021.11.16,73,12.54,60.92
srm,cbb,11,3,2021.11.16,74,13.57,58.06
trm,cbb,11,3,2021.11.16,75,13.98,65.42
urm,cbb,11,3,2021.11.16,76,13.72,59.69
vrm,cbb,11,3,2021.11.16,77,12.41,54.51
wrm,cbb,11,3,2021.11.16,78,11.89,59.1
xrm,cbb,11,3,2021.11.16,79,13.54,57.28
yrm,cbb,11,3,2021.11.16,80,12.5,59.9
zrm,cbb,11,3,2021.11.16,81,14.98,57.54
asm,cbb,11,3,2021.11.16,82,12.14,60.41
bsm,cbb,11,3,2021.11.16,83,12.14,60.43
csm,cbb,11,3,2021.11.16,84,12.36,60.24
dsm,cbb,11,3,2021.11.16,85,13.67,58.08
esm,cbb,11,3,2021.11.16,86,11.8,62.51
fsm,cbb,11,3,2021.11.16,87,12.81,64.95
gsm,cbb,11,3,2021.11.16,88,11.22,59.25
hsm,cbb,11,3,2021.11.16,89,12.68,63.18
ism,cbb,11,3,2021.11.16,90,11.9,60.33
jsm,cbb,11,3,2021.11.16,91,12.43,59.81
ksm,cbb,11,3,2021.11.16,92,12.32,59.1
lsm,cbb,11,3,2021.11.16,93,14.39,60.79
msm,cbb,11,3,2021.11.16,94,12.77,62.76
nsm,cbb,11,3,2021.11.16,95,13.09,58.57
osm,cbb,11,3,2021.11.16,96,11.4,60.46
psm,cbb,11,3,2021.11.16,97,11.39,59.71
qsm,cbb,11,3,2021.11.16,98,12.54,57.39
rsm,cbb,11,3,2021.11.16,99,13.42,59.4
ssm,cbb,11,3,2021.11.16,100,12.26,64.23
tsm,cbb,11,4,2021.11.24,1,10.72,57.58
usm,cbb,11,4,2021.11.24,2,13.1,57.07
vsm,cbb,11,4,2021.11.24,3,12.16,58.55
wsm,cbb,11,4,2021.11.24,4,12.33,62.33
xsm,cbb,11,4,2021.11.24,5,12.64,57.99
ysm,cbb,11,4,2021.11.24,6,13.52,58.47
zsm,cbb,11,4,2021.11.24,7,11.81,62.42
atm,cbb,11,4,2021.11.24,8,12.37,58.85
btm,cbb,11,4,2021.11.24,9,12.9,62.6
ctm,cbb,11,4,2021.11.24,10,13.14,61.02
dtm,cbb,11,4,2021.11.24,11,13.24,58.31
etm,cbb,11,4,2021.11.24,12,14.42,56.15
ftm,cbb,11,4,2021.11.24,13,12.52,62.47
gtm,cbb,11,4,2021.11.24,14,13.3,56.78
htm,cbb,11,4,2021.11.24,15,12.83,59.2
itm,cbb,11,4,2021.11.24,16,10.79,57.51
jtm,cbb,11,4,2021.11.24,17,12.1,59.5
ktm,cbb,11,4,2021.11.24,18,11.23,59.15
ltm,cbb,11,4,2021.11.24,19,13.1,60.91
mtm,cbb,11,4,2021.11.24,20,13.11,56.06
ntm,cbb,11,4,2021.11.24,21,12.03,54.53
otm,cbb,11,4,2021.11.24,22,11.52,59.64
ptm,cbb,11,4,2021.11.24,23,11.61,57.04
qtm,cbb,11,4,2021.11.24,24,14,56.96
rtm,cbb,11,4,2021.11.24,25,12.28,57.49
stm,cbb,11,4,2021.11.24,26,12.36,57.13
ttm,cbb,11,4,2021.11.24,27,12.08,59.5
utm,cbb,11,4,2021.11.24,28,14.5,54.41
vtm,cbb,11,4,2021.11.24,29,11.26,60.74
wtm,cbb,11,4,2021.11.24,30,12.88,57.66
xtm,cbb,11,4,2021.11.24,31,11.97,58.67
ytm,cbb,11,4,2021.11.24,32,13.79,57.61
ztm,cbb,11,4,2021.11.24,33,12.91,61.6
aum,cbb,11,4,2021.11.24,34,12.99,58.3
bum,cbb,11,4,2021.11.24,35,12.48,60.41
cum,cbb,11,4,2021.11.24,36,13.31,61.33
dum,cbb,11,4,2021.11.24,37,11.7,57.17
eum,cbb,11,4,2021.11.24,38,14.39,57.98
fum,cbb,11,4,2021.11.24,39,11.24,61.18
gum,cbb,11,4,2021.11.24,40,13.06,56.93
hum,cbb,11,4,2021.11.24,41,12.23,60.92
ium,cbb,11,4,2021.11.24,42,12.91,61.79
jum,cbb,11,4,2021.11.24,43,9.97,59.8
kum,cbb,11,4,2021.11.24,44,11.58,58.47
lum,cbb,11,4,2021.11.24,45,11.89,56.54
mum,cbb,11,4,2021.11.24,46,11.71,55.98
num,cbb,11,4,2021.11.24,47,11.08,60.53
oum,cbb,11,4,2021.11.24,48,12.16,59
pum,cbb,11,4,2021.11.24,49,12,56.06
qum,cbb,11,4,2021.11.24,50,11.68,55.71
rum,cbb,11,4,2021.11.24,51,13.37,60.32
sum,cbb,11,4,2021.11.24,52,12.54,59.01
tum,cbb,11,4,2021.11.24,53,13.1,58.55
uum,cbb,11,4,2021.11.24,54,13.16,56.9
vum,cbb,11,4,2021.11.24,55,11.41,54.53
wum,cbb,11,4,2021.11.24,56,12.77,60.05
xum,cbb,11,4,2021.11.24,57,12.12,57.6
yum,cbb,11,4,2021.11.24,58,11.91,58.83
zum,cbb,11,4,2021.11.24,60,14.81,59.13
avm,cbb,11,4,2021.11.24,61,14.53,60.71
bvm,cbb,11,4,2021.11.24,62,13.69,59.71
cvm,cbb,11,4,2021.11.24,63,12.89,58.44
dvm,cbb,11,4,2021.11.24,65,13,55.57
evm,cbb,11,4,2021.11.24,66,13.79,61.64
fvm,cbb,11,4,2021.11.24,67,12.44,55.19
gvm,cbb,11,4,2021.11.24,68,13.84,62.32
hvm,cbb,11,4,2021.11.24,69,12.94,58.81
ivm,cbb,11,4,2021.11.24,70,11.99,55.94
jvm,cbb,11,4,2021.11.24,71,12.64,56.34
kvm,cbb,11,4,2021.11.24,72,13.62,59.98
lvm,cbb,11,4,2021.11.24,73,12.12,59.55
mvm,cbb,11,4,2021.11.24,74,13.24,58.36
nvm,cbb,11,4,2021.11.24,75,13.74,63.71
ovm,cbb,11,4,2021.11.24,76,13.77,56.5
pvm,cbb,11,4,2021.11.24,77,12.18,58.93
qvm,cbb,11,4,2021.11.24,78,13.76,60.47
rvm,cbb,11,4,2021.11.24,79,13.16,56
svm,cbb,11,4,2021.11.24,80,13.78,58.61
tvm,cbb,11,4,2021.11.24,81,14.44,58.14
uvm,cbb,11,4,2021.11.24,82,13.42,63.61
vvm,cbb,11,4,2021.11.24,83,12.1,58.26
wvm,cbb,11,4,2021.11.24,84,12.62,56.5
xvm,cbb,11,4,2021.11.24,85,13.26,60.94
yvm,cbb,11,4,2021.11.24,86,12.62,57.35
zvm,cbb,11,4,2021.11.24,87,12.21,63.57
awm,cbb,11,4,2021.11.24,88,13.11,59.05
bwm,cbb,11,4,2021.11.24,89,11.87,57.84
cwm,cbb,11,4,2021.11.24,90,13.4,58.52
dwm,cbb,11,4,2021.11.24,91,12.37,60.45
ewm,cbb,11,4,2021.11.24,92,13.31,59.88
fwm,cbb,11,4,2021.11.24,93,14.1,57.98
gwm,cbb,11,4,2021.11.24,94,13.78,61.03
hwm,cbb,11,4,2021.11.24,95,12.53,59.76
iwm,cbb,11,4,2021.11.24,96,12.38,57.06
jwm,cbb,11,4,2021.11.24,97,11.02,57.99
kwm,cbb,11,4,2021.11.24,99,13.53,58.48
lwm,cbb,11,4,2021.11.24,100,12.52,61.02
rgu,dab,10,4,2021.10.22,1,11.06,45.54
sgu,dab,10,4,2021.10.22,2,11.12,44.88
tgu,dab,10,4,2021.10.22,3,11.06,44.84
ugu,dab,10,4,2021.10.22,4,11.01,45.21
vgu,dab,10,4,2021.10.22,5,10.56,43.42
wgu,dab,10,4,2021.10.22,6,10.09,45.66
xgu,dab,10,4,2021.10.22,7,9.97,44.76
ygu,dab,10,4,2021.10.22,8,10.96,45.71
zgu,dab,10,4,2021.10.22,9,11.56,45.38
ahu,dab,10,4,2021.10.22,10,11.32,44.67
bhu,dab,10,4,2021.10.22,11,11.41,43.73
chu,dab,10,4,2021.10.22,12,10.96,45.62
dhu,dab,10,4,2021.10.22,13,10.69,44.33
ehu,dab,10,4,2021.10.22,14,11.29,46.15
fhu,dab,10,4,2021.10.22,15,11.3,42.71
ghu,dab,10,4,2021.10.22,16,9.4,45.3
hhu,dab,10,4,2021.10.22,17,10.64,47.78
ihu,dab,10,4,2021.10.22,18,10.87,45.97
jhu,dab,10,4,2021.10.22,19,9.08,44.43
khu,dab,10,4,2021.10.22,20,10.81,42.94
lhu,dab,10,4,2021.10.22,21,11.04,46.59
mhu,dab,10,4,2021.10.22,22,11.28,43.24
nhu,dab,10,4,2021.10.22,23,9.52,47.12
ohu,dab,10,4,2021.10.22,24,11.11,46.8
phu,dab,10,4,2021.10.22,25,11.19,45.69
qhu,dab,10,4,2021.10.22,26,11.01,43.6
rhu,dab,10,4,2021.10.22,27,11.13,46.08
shu,dab,10,4,2021.10.22,28,11.26,46.3
thu,dab,10,4,2021.10.22,29,11.42,44.05
