position_id,citrus_id,farm_id,position,brix,size,researched_month,researched_week,researched_at,tag_no
4545,1515,cab,low,11.5,62.66,11,1,2021-11-04,15
4546,1516,cab,high,10.9,54.03,11,1,2021-11-04,16
4547,1516,cab,middle,12.4,56.08,11,1,2021-11-04,16
4548,1516,cab,low,13.03,52.59,11,1,2021-11-04,16
4549,1517,cab,high,12.23,53.52,11,1,2021-11-04,17
4550,1517,cab,middle,11.87,58.02,11,1,2021-11-04,17
4551,1517,cab,low,12.2,62.13,11,1,2021-11-04,17
4552,1518,cab,high,11.9,60.68,11,1,2021-11-04,18
4553,1518,cab,middle,11.57,62.43,11,1,2021-11-04,18
4554,1518,cab,low,11.43,59.37,11,1,2021-11-04,18
4555,1519,cab,high,11.37,54.36,11,1,2021-11-04,19
4556,1519,cab,middle,9.4,58.22,11,1,2021-11-04,19
4557,1519,cab,low,11.07,56.9,11,1,2021-11-04,19
4558,1520,cab,high,8.9,61.93,11,1,2021-11-04,20
4559,1520,cab,middle,9.33,61.31,11,1,2021-11-04,20
4560,1520,cab,low,9.6,60.92,11,1,2021-11-04,20
4561,1521,cab,high,8.87,53.25,11,1,2021-11-04,21
4562,1521,cab,middle,10.13,61.27,11,1,2021-11-04,21
4563,1521,cab,low,10.2,61.45,11,1,2021-11-04,21
4564,1522,cab,high,12.5,60,11,1,2021-11-04,22
4565,1522,cab,middle,12.2,61.2,11,1,2021-11-04,22
4566,1522,cab,low,12.07,56.71,11,1,2021-11-04,22
4567,1523,cab,high,11.43,61.19,11,1,2021-11-04,23
4568,1523,cab,middle,12.03,62.91,11,1,2021-11-04,23
4569,1523,cab,low,12.1,54.52,11,1,2021-11-04,23
4570,1524,cab,high,10.6,55.03,11,1,2021-11-04,24
4571,1524,cab,middle,10.6,61.13,11,1,2021-11-04,24
4572,1524,cab,low,10.73,53.19,11,1,2021-11-04,24
4573,1525,cab,high,8.8,61.7,11,1,2021-11-04,25
4574,1525,cab,middle,10.3,52.66,11,1,2021-11-04,25
4575,1525,cab,low,9.67,53.07,11,1,2021-11-04,25
4576,1526,cab,high,8.37,61.63,11,1,2021-11-04,26
4577,1526,cab,middle,8.43,60.3,11,1,2021-11-04,26
4578,1526,cab,low,8.6,57.13,11,1,2021-11-04,26
4579,1527,cab,high,12,52.64,11,1,2021-11-04,27
4580,1527,cab,middle,12.17,60.25,11,1,2021-11-04,27
4581,1527,cab,low,12.27,61.82,11,1,2021-11-04,27
4582,1528,cab,high,9.27,54.44,11,1,2021-11-04,28
4583,1528,cab,middle,9.5,55.29,11,1,2021-11-04,28
4584,1528,cab,low,9.13,59.58,11,1,2021-11-04,28
4585,1529,cab,high,10.8,60.39,11,1,2021-11-04,29
4586,1529,cab,middle,9.7,60.19,11,1,2021-11-04,29
4587,1529,cab,low,10.83,60.4,11,1,2021-11-04,29
4588,1530,cab,high,10.33,61.59,11,1,2021-11-04,30
4589,1530,cab,middle,10.97,60.99,11,1,2021-11-04,30
4590,1530,cab,low,10.27,59.52,11,1,2021-11-04,30
4591,1531,cab,high,10.87,58.6,11,1,2021-11-04,31
4592,1531,cab,middle,11.13,59.62,11,1,2021-11-04,31
4593,1531,cab,low,11.13,59.38,11,1,2021-11-04,31
4594,1532,cab,high,11.47,57.76,11,1,2021-11-04,32
4595,1532,cab,middle,11.6,61.09,11,1,2021-11-04,32
4596,1532,cab,low,10.8,54.36,11,1,2021-11-04,32
4597,1533,cab,high,11.23,57.51,11,1,2021-11-04,33
4598,1533,cab,middle,10.47,57.1,11,1,2021-11-04,33
4599,1533,cab,low,9.73,54.89,11,1,2021-11-04,33
4600,1534,cab,high,9,53.23,11,1,2021-11-04,34
4601,1534,cab,middle,9.03,63.26,11,1,2021-11-04,34
4602,1534,cab,low,8.03,56.19,11,1,2021-11-04,34
4603,1535,cab,high,9.13,57.64,11,1,2021-11-04,35
4604,1535,cab,middle,9.1,61.93,11,1,2021-11-04,35
4605,1535,cab,low,8.97,57.64,11,1,2021-11-04,35
4606,1536,cab,high,10.3,57.83,11,1,2021-11-04,36
4607,1536,cab,middle,10.4,56.23,11,1,2021-11-04,36
4608,1536,cab,low,10.63,62.77,11,1,2021-11-04,36
4609,1537,cab,high,10.17,62.6,11,1,2021-11-04,37
4610,1537,cab,middle,10.73,56.9,11,1,2021-11-04,37
4611,1537,cab,low,10.23,55.62,11,1,2021-11-04,37
4612,1538,cab,high,10.33,62.82,11,1,2021-11-04,38
4613,1538,cab,middle,11.27,62.7,11,1,2021-11-04,38
4614,1538,cab,low,10.53,54.99,11,1,2021-11-04,38
4615,1539,cab,high,9.8,53.76,11,1,2021-11-04,39
4616,1539,cab,middle,10.23,59.99,11,1,2021-11-04,39
4617,1539,cab,low,10.27,62.05,11,1,2021-11-04,39
4618,1540,cab,high,9.57,57.78,11,1,2021-11-04,40
4619,1540,cab,middle,8.97,52.46,11,1,2021-11-04,40
4620,1540,cab,low,9.9,63.09,11,1,2021-11-04,40
4621,1541,cab,high,8.83,53.83,11,1,2021-11-04,41
4622,1541,cab,middle,9.17,57.29,11,1,2021-11-04,41
4623,1541,cab,low,7.97,55.44,11,1,2021-11-04,41
4624,1542,cab,high,9.63,58.57,11,1,2021-11-04,42
4625,1542,cab,middle,9.5,59.74,11,1,2021-11-04,42
4626,1542,cab,low,8.8,62.41,11,1,2021-11-04,42
4627,1543,cab,high,9.13,53.24,11,1,2021-11-04,43
4628,1543,cab,middle,9.9,58.03,11,1,2021-11-04,43
4629,1543,cab,low,10.7,58.02,11,1,2021-11-04,43
4630,1544,cab,high,10.43,56.16,11,1,2021-11-04,44
4631,1544,cab,middle,10.9,60.66,11,1,2021-11-04,44
4632,1544,cab,low,10.63,54.07,11,1,2021-11-04,44
4633,1545,cab,high,11,60.81,11,1,2021-11-04,45
4634,1545,cab,middle,11.17,57.76,11,1,2021-11-04,45
4635,1545,cab,low,11.67,53.45,11,1,2021-11-04,45
4636,1546,cab,high,10.7,55.61,11,1,2021-11-04,46
4637,1546,cab,middle,11.43,54.17,11,1,2021-11-04,46
4638,1546,cab,low,10.4,62.66,11,1,2021-11-04,46
4639,1547,cab,high,11.47,59.62,11,1,2021-11-04,47
4640,1547,cab,middle,11.03,59.52,11,1,2021-11-04,47
4641,1547,cab,low,10.93,54.37,11,1,2021-11-04,47
4642,1548,cab,high,10.2,56.16,11,1,2021-11-04,48
4643,1548,cab,middle,9.83,56.38,11,1,2021-11-04,48
4644,1548,cab,low,9.63,53.71,11,1,2021-11-04,48
4645,1549,cab,high,10.17,56.94,11,1,2021-11-04,49
4646,1549,cab,middle,10.17,57,11,1,2021-11-04,49
4647,1549,cab,low,10.9,53.59,11,1,2021-11-04,49
4648,1550,cab,high,10.93,57.02,11,1,2021-11-04,50
4649,1550,cab,middle,10.13,62.81,11,1,2021-11-04,50
4650,1550,cab,low,10.07,56.24,11,1,2021-11-04,50
4651,1551,cab,high,11.63,58.06,11,1,2021-11-04,51
4652,1551,cab,middle,11.73,62.08,11,1,2021-11-04,51
4653,1551,cab,low,11.53,53.02,11,1,2021-11-04,51
4654,1552,cab,high,10.3,58.28,11,1,2021-11-04,52
4655,1552,cab,middle,10.73,58.32,11,1,2021-11-04,52
4656,1552,cab,low,10.37,62.9,11,1,2021-11-04,52
4657,1553,cab,high,10.53,52.69,11,1,2021-11-04,53
4658,1553,cab,middle,10.3,53.84,11,1,2021-11-04,53
4659,1553,cab,low,10.4,52.98,11,1,2021-11-04,53
4660,1554,cab,high,9.8,57,11,1,2021-11-04,54
4661,1554,cab,middle,9.57,62.77,11,1,2021-11-04,54
4662,1554,cab,low,9.53,53.5,11,1,2021-11-04,54
4663,1555,cab,high,9.4,56.08,11,1,2021-11-04,55
4664,1555,cab,middle,8.63,62.58,11,1,2021-11-04,55
4665,1555,cab,low,8.87,52.78,11,1,2021-11-04,55
4666,1556,cab,high,10.47,58.82,11,1,2021-11-04,56
4667,1556,cab,middle,10.27,55.11,11,1,2021-11-04,56
4668,1556,cab,low,10.53,58.7,11,1,2021-11-04,56
4669,1557,cab,high,10.77,54.32,11,1,2021-11-04,57
4670,1557,cab,middle,11.47,58.47,11,1,2021-11-04,57
4671,1557,cab,low,11.03,55.66,11,1,2021-11-04,57
4672,1558,cab,high,12.77,52.59,11,1,2021-11-04,58
4673,1558,cab,middle,11.67,54.34,11,1,2021-11-04,58
4674,1558,cab,low,11.67,56.71,11,1,2021-11-04,58
4675,1559,cab,high,10.9,61.49,11,1,2021-11-04,59
4676,1559,cab,middle,10.47,59.24,11,1,2021-11-04,59
4677,1559,cab,low,10.77,53,11,1,2021-11-04,59
4678,1560,cab,high,11.13,60.26,11,1,2021-11-04,60
4679,1560,cab,middle,10.47,61.58,11,1,2021-11-04,60
4680,1560,cab,low,9.97,57.33,11,1,2021-11-04,60
4681,1561,cab,high,9.5,56.77,11,1,2021-11-04,61
4682,1561,cab,middle,10.27,57.95,11,1,2021-11-04,61
4683,1561,cab,low,8.37,58.96,11,1,2021-11-04,61
4684,1562,cab,high,8.67,54.79,11,1,2021-11-04,62
4685,1562,cab,middle,9.33,58.25,11,1,2021-11-04,62
4686,1562,cab,low,9.1,62.61,11,1,2021-11-04,62
4687,1563,cab,high,8.7,53.91,11,1,2021-11-04,63
4688,1563,cab,middle,9,55.32,11,1,2021-11-04,63
4689,1563,cab,low,9.37,52.81,11,1,2021-11-04,63
4690,1564,cab,high,9,57.64,11,1,2021-11-04,64
4691,1564,cab,middle,9.67,59,11,1,2021-11-04,64
4692,1564,cab,low,9.1,54.53,11,1,2021-11-04,64
4693,1565,cab,high,10.6,56.29,11,1,2021-11-04,65
4694,1565,cab,middle,11.8,58.8,11,1,2021-11-04,65
4695,1565,cab,low,11.6,60.99,11,1,2021-11-04,65
4696,1566,cab,high,9.47,63.09,11,1,2021-11-04,66
4697,1566,cab,middle,10.23,58.58,11,1,2021-11-04,66
4698,1566,cab,low,10.27,58.09,11,1,2021-11-04,66
4699,1567,cab,high,9.9,52.41,11,1,2021-11-04,67
4700,1567,cab,middle,10.8,62.76,11,1,2021-11-04,67
4701,1567,cab,low,10.47,53.21,11,1,2021-11-04,67
4702,1568,cab,high,10.23,57.82,11,1,2021-11-04,68
4703,1568,cab,middle,10.4,57.36,11,1,2021-11-04,68
4704,1568,cab,low,10.4,61,11,1,2021-11-04,68
4705,1569,cab,high,8.57,60.83,11,1,2021-11-04,69
4706,1569,cab,middle,9,61.7,11,1,2021-11-04,69
4707,1569,cab,low,9.6,57.2,11,1,2021-11-04,69
4708,1570,cab,high,9.6,60.34,11,1,2021-11-04,70
4709,1570,cab,middle,9.33,60.28,11,1,2021-11-04,70
4710,1570,cab,low,9.57,61.77,11,1,2021-11-04,70
4711,1571,cab,high,10,57.17,11,1,2021-11-04,71
4712,1571,cab,middle,9.43,54.63,11,1,2021-11-04,71
4713,1571,cab,low,9.27,58.63,11,1,2021-11-04,71
4714,1572,cab,high,10.9,60.77,11,1,2021-11-04,72
4715,1572,cab,middle,10.97,57.34,11,1,2021-11-04,72
4716,1572,cab,low,10.7,58.62,11,1,2021-11-04,72
4717,1573,cab,high,10.7,58.34,11,1,2021-11-04,73
4718,1573,cab,middle,10.27,53.66,11,1,2021-11-04,73
4719,1573,cab,low,10.4,58.54,11,1,2021-11-04,73
4720,1574,cab,high,10.8,57.45,11,1,2021-11-04,74
4721,1574,cab,middle,11.9,57.99,11,1,2021-11-04,74
4722,1574,cab,low,10.93,55.16,11,1,2021-11-04,74
4723,1575,cab,high,10.27,58.89,11,1,2021-11-04,75
4724,1575,cab,middle,10.03,52.96,11,1,2021-11-04,75
4725,1575,cab,low,9.93,52.47,11,1,2021-11-04,75
4726,1576,cab,high,10.03,58.4,11,1,2021-11-04,76
4727,1576,cab,middle,8.87,55.74,11,1,2021-11-04,76
4728,1576,cab,low,9.5,61.01,11,1,2021-11-04,76
4729,1577,cab,high,9.57,58.99,11,1,2021-11-04,77
4730,1577,cab,middle,10.83,59.69,11,1,2021-11-04,77
4731,1577,cab,low,10.07,62.49,11,1,2021-11-04,77
4732,1578,cab,high,9.37,60.98,11,1,2021-11-04,78
4733,1578,cab,middle,9.2,61.92,11,1,2021-11-04,78
4734,1578,cab,low,10.03,52.88,11,1,2021-11-04,78
4735,1579,cab,high,9.67,59.56,11,1,2021-11-04,79
4736,1579,cab,middle,9.03,53.02,11,1,2021-11-04,79
4737,1579,cab,low,9.47,61.16,11,1,2021-11-04,79
4738,1580,cab,high,10.03,61.39,11,1,2021-11-04,80
4739,1580,cab,middle,9.17,56.77,11,1,2021-11-04,80
4740,1580,cab,low,9.53,56.43,11,1,2021-11-04,80
4741,1581,cab,high,9.7,55.8,11,1,2021-11-04,81
4742,1581,cab,middle,9.07,54.01,11,1,2021-11-04,81
4743,1581,cab,low,9.53,62.98,11,1,2021-11-04,81
4744,1582,cab,high,10.07,58.35,11,1,2021-11-04,82
4745,1582,cab,middle,10.37,55.24,11,1,2021-11-04,82
4746,1582,cab,low,10.37,59.19,11,1,2021-11-04,82
4747,1583,cab,high,9.07,58.87,11,1,2021-11-04,83
4748,1583,cab,middle,9.53,60.68,11,1,2021-11-04,83
4749,1583,cab,low,9.83,54.1,11,1,2021-11-04,83
4750,1584,cab,high,9.43,60.16,11,1,2021-11-04,84
4751,1584,cab,middle,9.07,53.82,11,1,2021-11-04,84
4752,1584,cab,low,9.13,60.82,11,1,2021-11-04,84
4753,1585,cab,high,10.47,60.32,11,1,2021-11-04,85
4754,1585,cab,middle,10.57,61.39,11,1,2021-11-04,85
4755,1585,cab,low,10.3,56.22,11,1,2021-11-04,85
4756,1586,cab,high,8.5,54.35,11,1,2021-11-04,86
4757,1586,cab,middle,8.53,53.81,11,1,2021-11-04,86
4758,1586,cab,low,9.7,55.56,11,1,2021-11-04,86
4759,1587,cab,high,9,58.32,11,1,2021-11-04,87
4760,1587,cab,middle,8.93,52.9,11,1,2021-11-04,87
4761,1587,cab,low,8.87,60.52,11,1,2021-11-04,87
4762,1588,cab,high,9.57,61.6,11,1,2021-11-04,88
4763,1588,cab,middle,10.9,54.75,11,1,2021-11-04,88
4764,1588,cab,low,9.53,56.92,11,1,2021-11-04,88
4765,1589,cab,high,10.07,62.57,11,1,2021-11-04,89
4766,1589,cab,middle,9.17,62.24,11,1,2021-11-04,89
4767,1589,cab,low,9.47,59.19,11,1,2021-11-04,89
4768,1590,cab,high,9.53,61.57,11,1,2021-11-04,90
4769,1590,cab,middle,8.97,57.27,11,1,2021-11-04,90
4770,1590,cab,low,8.83,60.88,11,1,2021-11-04,90
4771,1591,cab,high,9.37,53.11,11,1,2021-11-04,91
4772,1591,cab,middle,9.6,60.47,11,1,2021-11-04,91
4773,1591,cab,low,9.47,56.3,11,1,2021-11-04,91
4774,1592,cab,high,9.77,61.58,11,1,2021-11-04,92
4775,1592,cab,middle,9.77,63.11,11,1,2021-11-04,92
4776,1592,cab,low,9.4,54.88,11,1,2021-11-04,92
4777,1593,cab,high,9.7,52.69,11,1,2021-11-04,93
4778,1593,cab,middle,9.93,57.41,11,1,2021-11-04,93
4779,1593,cab,low,10.3,62.34,11,1,2021-11-04,93
4780,1594,cab,high,9.23,59.42,11,1,2021-11-04,94
4781,1594,cab,middle,8.1,63.03,11,1,2021-11-04,94
4782,1594,cab,low,9.33,54.3,11,1,2021-11-04,94
4783,1595,cab,high,10.07,56.08,11,1,2021-11-04,95
4784,1595,cab,middle,10,55.92,11,1,2021-11-04,95
4785,1595,cab,low,9.3,59.62,11,1,2021-11-04,95
4786,1596,cab,high,9.07,57.46,11,1,2021-11-04,96
4787,1596,cab,middle,9.63,59.11,11,1,2021-11-04,96
4788,1596,cab,low,9.47,61.52,11,1,2021-11-04,96
4789,1597,cab,high,9.93,60.64,11,1,2021-11-04,97
4790,1597,cab,middle,10.53,56.69,11,1,2021-11-04,97
4791,1597,cab,low,10.1,63.28,11,1,2021-11-04,97
4792,1598,cab,high,9.83,59.5,11,1,2021-11-04,98
4793,1598,cab,middle,9.93,58.77,11,1,2021-11-04,98
4794,1598,cab,low,9.6,55.22,11,1,2021-11-04,98
4795,1599,cab,high,9.7,57.49,11,1,2021-11-04,99
4796,1599,cab,middle,10.1,52.47,11,1,2021-11-04,99
4797,1599,cab,low,9.97,55.06,11,1,2021-11-04,99
4798,1600,cab,high,10.57,54.97,11,1,2021-11-04,100
4799,1600,cab,middle,10.53,61.26,11,1,2021-11-04,100
4800,1600,cab,low,10.5,63.21,11,1,2021-11-04,100
4801,1601,cab,high,10.1,52.09,11,3,2021-11-15,1
4802,1601,cab,middle,9.87,55.56,11,3,2021-11-15,1
4803,1601,cab,low,10.13,51.64,11,3,2021-11-15,1
4804,1602,cab,high,12,57.41,11,3,2021-11-15,2
4805,1602,cab,middle,11.43,57.06,11,3,2021-11-15,2
4806,1602,cab,low,10.8,55.39,11,3,2021-11-15,2
4807,1603,cab,high,10.77,61.14,11,3,2021-11-15,3
4808,1603,cab,middle,11.03,52.05,11,3,2021-11-15,3
4809,1603,cab,low,8.17,53.98,11,3,2021-11-15,3
4810,1604,cab,high,9.93,54.58,11,3,2021-11-15,4
4811,1604,cab,middle,9.87,54.99,11,3,2021-11-15,4
4812,1604,cab,low,10.27,56.69,11,3,2021-11-15,4
4813,1605,cab,high,12.07,58.68,11,3,2021-11-15,5
4814,1605,cab,middle,11.77,62.22,11,3,2021-11-15,5
4815,1605,cab,low,12.03,57.77,11,3,2021-11-15,5
4816,1606,cab,high,11.07,55.48,11,3,2021-11-15,6
4817,1606,cab,middle,10.43,51.94,11,3,2021-11-15,6
4818,1606,cab,low,10.17,52.73,11,3,2021-11-15,6
4819,1607,cab,high,10.27,55.89,11,3,2021-11-15,7
4820,1607,cab,middle,8.73,52.75,11,3,2021-11-15,7
4821,1607,cab,low,9.07,54.26,11,3,2021-11-15,7
4822,1608,cab,high,10.1,57.27,11,3,2021-11-15,8
4823,1608,cab,middle,9.97,52.24,11,3,2021-11-15,8
4824,1608,cab,low,10.1,55.56,11,3,2021-11-15,8
4825,1609,cab,high,11.57,57.99,11,3,2021-11-15,9
4826,1609,cab,middle,11.5,59.29,11,3,2021-11-15,9
4827,1609,cab,low,11.73,53.64,11,3,2021-11-15,9
4828,1610,cab,high,11.47,57.26,11,3,2021-11-15,10
4829,1610,cab,middle,12.2,57.28,11,3,2021-11-15,10
4830,1610,cab,low,10.93,55.48,11,3,2021-11-15,10
4831,1611,cab,high,11.97,52.42,11,3,2021-11-15,11
4832,1611,cab,middle,11.13,62.15,11,3,2021-11-15,11
4833,1611,cab,low,11.4,58.77,11,3,2021-11-15,11
4834,1612,cab,high,10.83,57.26,11,3,2021-11-15,12
4835,1612,cab,middle,10.27,54.46,11,3,2021-11-15,12
4836,1612,cab,low,11.1,51.6,11,3,2021-11-15,12
4837,1613,cab,high,10.27,58.99,11,3,2021-11-15,13
4838,1613,cab,middle,10.9,51.21,11,3,2021-11-15,13
4839,1613,cab,low,9.17,60.75,11,3,2021-11-15,13
4840,1614,cab,high,9.93,56.12,11,3,2021-11-15,14
4841,1614,cab,middle,10.37,53.73,11,3,2021-11-15,14
4842,1614,cab,low,9.4,52.34,11,3,2021-11-15,14
4843,1615,cab,high,10.97,62.03,11,3,2021-11-15,15
4844,1615,cab,middle,11.47,60.92,11,3,2021-11-15,15
4845,1615,cab,low,11.6,51.39,11,3,2021-11-15,15
4846,1616,cab,high,11,60.83,11,3,2021-11-15,16
4847,1616,cab,middle,12.27,58.17,11,3,2021-11-15,16
4848,1616,cab,low,12.83,60.24,11,3,2021-11-15,16
4849,1617,cab,high,12.13,55.51,11,3,2021-11-15,17
4850,1617,cab,middle,11.67,62.75,11,3,2021-11-15,17
4851,1617,cab,low,12.23,60.33,11,3,2021-11-15,17
4852,1618,cab,high,11.93,56.69,11,3,2021-11-15,18
4853,1618,cab,middle,11.6,52.83,11,3,2021-11-15,18
4854,1618,cab,low,11.47,58.41,11,3,2021-11-15,18
4855,1619,cab,high,11.33,55.85,11,3,2021-11-15,19
4856,1619,cab,middle,9.5,58.81,11,3,2021-11-15,19
4857,1619,cab,low,11.13,57.75,11,3,2021-11-15,19
4858,1620,cab,high,8.7,51.92,11,3,2021-11-15,20
4859,1620,cab,middle,9.23,61.24,11,3,2021-11-15,20
4860,1620,cab,low,9.63,56.03,11,3,2021-11-15,20
4861,1621,cab,high,8.77,61.4,11,3,2021-11-15,21
4862,1621,cab,middle,10.13,53.73,11,3,2021-11-15,21
4863,1621,cab,low,10.17,57.79,11,3,2021-11-15,21
4864,1622,cab,high,12.47,62.06,11,3,2021-11-15,22
4865,1622,cab,middle,12.3,56.32,11,3,2021-11-15,22
4866,1622,cab,low,12.07,56.88,11,3,2021-11-15,22
4867,1623,cab,high,11.43,54.16,11,3,2021-11-15,23
4868,1623,cab,middle,12.13,53.49,11,3,2021-11-15,23
4869,1623,cab,low,12.1,56.96,11,3,2021-11-15,23
4870,1624,cab,high,10.6,52.01,11,3,2021-11-15,24
4871,1624,cab,middle,10.63,53.18,11,3,2021-11-15,24
4872,1624,cab,low,10.8,53.35,11,3,2021-11-15,24
4873,1625,cab,high,8.97,54.11,11,3,2021-11-15,25
4874,1625,cab,middle,10.4,51.59,11,3,2021-11-15,25
4875,1625,cab,low,9.57,55.77,11,3,2021-11-15,25
4876,1626,cab,high,8.5,55.65,11,3,2021-11-15,26
4877,1626,cab,middle,8.33,53.86,11,3,2021-11-15,26
4878,1626,cab,low,8.47,56.99,11,3,2021-11-15,26
4879,1627,cab,high,12.07,58.88,11,3,2021-11-15,27
4880,1627,cab,middle,12.33,53.39,11,3,2021-11-15,27
4881,1627,cab,low,12.07,56.11,11,3,2021-11-15,27
4882,1628,cab,high,9.23,61.15,11,3,2021-11-15,28
4883,1628,cab,middle,9.47,59.83,11,3,2021-11-15,28
4884,1628,cab,low,9.03,58.55,11,3,2021-11-15,28
4885,1629,cab,high,10.83,56.85,11,3,2021-11-15,29
4886,1629,cab,middle,9.7,53.72,11,3,2021-11-15,29
4887,1629,cab,low,11,62.81,11,3,2021-11-15,29
4888,1630,cab,high,10.33,60.9,11,3,2021-11-15,30
4889,1630,cab,middle,10.83,58.52,11,3,2021-11-15,30
4890,1630,cab,low,10.27,62.34,11,3,2021-11-15,30
4891,1631,cab,high,10.97,51.45,11,3,2021-11-15,31
4892,1631,cab,middle,11.23,60.18,11,3,2021-11-15,31
4893,1631,cab,low,11.17,60.05,11,3,2021-11-15,31
4894,1632,cab,high,11.27,61.18,11,3,2021-11-15,32
4895,1632,cab,middle,11.73,57.22,11,3,2021-11-15,32
4896,1632,cab,low,10.87,55.02,11,3,2021-11-15,32
4897,1633,cab,high,11.37,55.96,11,3,2021-11-15,33
4898,1633,cab,middle,10.37,59.57,11,3,2021-11-15,33
4899,1633,cab,low,9.7,52.35,11,3,2021-11-15,33
4900,1634,cab,high,8.9,62.29,11,3,2021-11-15,34
4901,1634,cab,middle,8.83,52,11,3,2021-11-15,34
4902,1634,cab,low,7.9,58.79,11,3,2021-11-15,34
4903,1635,cab,high,9.03,56.28,11,3,2021-11-15,35
4904,1635,cab,middle,9.1,60.5,11,3,2021-11-15,35
4905,1635,cab,low,8.73,51.77,11,3,2021-11-15,35
4906,1636,cab,high,10.17,54.76,11,3,2021-11-15,36
4907,1636,cab,middle,10.23,52.79,11,3,2021-11-15,36
4908,1636,cab,low,10.83,53.84,11,3,2021-11-15,36
4909,1637,cab,high,10.1,57.46,11,3,2021-11-15,37
4910,1637,cab,middle,10.97,51.36,11,3,2021-11-15,37
4911,1637,cab,low,10.33,56.3,11,3,2021-11-15,37
4912,1638,cab,high,10.23,59.03,11,3,2021-11-15,38
4913,1638,cab,middle,11.17,60.33,11,3,2021-11-15,38
4914,1638,cab,low,10.43,55.48,11,3,2021-11-15,38
4915,1639,cab,high,9.97,53.92,11,3,2021-11-15,39
4916,1639,cab,middle,10.2,59.75,11,3,2021-11-15,39
4917,1639,cab,low,10.2,55.13,11,3,2021-11-15,39
4918,1640,cab,high,9.5,54.7,11,3,2021-11-15,40
4919,1640,cab,middle,9,52.31,11,3,2021-11-15,40
4920,1640,cab,low,9.93,56.11,11,3,2021-11-15,40
4921,1641,cab,high,8.93,54.13,11,3,2021-11-15,41
4922,1641,cab,middle,9.17,59.79,11,3,2021-11-15,41
4923,1641,cab,low,7.97,54.67,11,3,2021-11-15,41
4924,1642,cab,high,9.57,56.14,11,3,2021-11-15,42
4925,1642,cab,middle,9.67,62.63,11,3,2021-11-15,42
4926,1642,cab,low,9.03,54.69,11,3,2021-11-15,42
4927,1643,cab,high,8.93,55.9,11,3,2021-11-15,43
4928,1643,cab,middle,9.97,54.83,11,3,2021-11-15,43
4929,1643,cab,low,10.77,55.47,11,3,2021-11-15,43
4930,1644,cab,high,10.2,54.33,11,3,2021-11-15,44
4931,1644,cab,middle,10.83,57.58,11,3,2021-11-15,44
4932,1644,cab,low,10.4,57.55,11,3,2021-11-15,44
4933,1645,cab,high,11.03,54.17,11,3,2021-11-15,45
4934,1645,cab,middle,11.17,62.29,11,3,2021-11-15,45
4935,1645,cab,low,11.4,61.16,11,3,2021-11-15,45
4936,1646,cab,high,10.6,53.56,11,3,2021-11-15,46
4937,1646,cab,middle,11.5,54.71,11,3,2021-11-15,46
4938,1646,cab,low,10.3,56.13,11,3,2021-11-15,46
4939,1647,cab,high,11.67,62.86,11,3,2021-11-15,47
4940,1647,cab,middle,10.9,60.88,11,3,2021-11-15,47
4941,1647,cab,low,11.03,60.8,11,3,2021-11-15,47
4942,1648,cab,high,10.27,55.37,11,3,2021-11-15,48
4943,1648,cab,middle,9.63,59.91,11,3,2021-11-15,48
4944,1648,cab,low,9.5,53.48,11,3,2021-11-15,48
4945,1649,cab,high,10.4,55.94,11,3,2021-11-15,49
4946,1649,cab,middle,10.1,62.95,11,3,2021-11-15,49
4947,1649,cab,low,10.67,52.62,11,3,2021-11-15,49
4948,1650,cab,high,10.83,51.27,11,3,2021-11-15,50
4949,1650,cab,middle,10.33,60.24,11,3,2021-11-15,50
4950,1650,cab,low,10.2,56.22,11,3,2021-11-15,50
4951,1651,cab,high,11.67,61.76,11,3,2021-11-15,51
4952,1651,cab,middle,11.83,55.24,11,3,2021-11-15,51
4953,1651,cab,low,11.6,51.23,11,3,2021-11-15,51
4954,1652,cab,high,10.27,55.34,11,3,2021-11-15,52
4955,1652,cab,middle,10.6,58.65,11,3,2021-11-15,52
4956,1652,cab,low,10.37,62.6,11,3,2021-11-15,52
4957,1653,cab,high,10.4,58.08,11,3,2021-11-15,53
4958,1653,cab,middle,10.33,57.66,11,3,2021-11-15,53
4959,1653,cab,low,10.57,56.7,11,3,2021-11-15,53
4960,1654,cab,high,9.97,53.16,11,3,2021-11-15,54
4961,1654,cab,middle,9.3,54.6,11,3,2021-11-15,54
4962,1654,cab,low,9.5,51.9,11,3,2021-11-15,54
4963,1655,cab,high,9.37,62.75,11,3,2021-11-15,55
4964,1655,cab,middle,8.6,52.04,11,3,2021-11-15,55
4965,1655,cab,low,8.83,55.25,11,3,2021-11-15,55
4966,1656,cab,high,10.63,51.17,11,3,2021-11-15,56
4967,1656,cab,middle,10.23,61.24,11,3,2021-11-15,56
4968,1656,cab,low,10.47,54.24,11,3,2021-11-15,56
4969,1657,cab,high,10.67,58.35,11,3,2021-11-15,57
4970,1657,cab,middle,11.7,62.27,11,3,2021-11-15,57
4971,1657,cab,low,11,57.97,11,3,2021-11-15,57
4972,1658,cab,high,12.93,57.02,11,3,2021-11-15,58
4973,1658,cab,middle,11.4,53.5,11,3,2021-11-15,58
4974,1658,cab,low,11.77,60.42,11,3,2021-11-15,58
4975,1659,cab,high,11,51.29,11,3,2021-11-15,59
4976,1659,cab,middle,10.53,59.92,11,3,2021-11-15,59
4977,1659,cab,low,10.8,54.44,11,3,2021-11-15,59
